Country,Crop,Production
Democratic People'S Republic Of Korea,"edible offal of goat, fresh, chilled or frozen",2912
Democratic People'S Republic Of Korea,"edible offal of pigs, fresh, chilled or frozen",9376
Democratic People'S Republic Of Korea,"edible offal of sheep, fresh, chilled or frozen",171
Democratic People'S Republic Of Korea,eggplants (aubergines),50151
Democratic People'S Republic Of Korea,fat of pigs,7992
Democratic People'S Republic Of Korea,"goat fat, unrendered",480
Democratic People'S Republic Of Korea,green garlic,75194
Democratic People'S Republic Of Korea,"hen eggs in shell, fresh",2696416
Democratic People'S Republic Of Korea,hop cones,2022
Democratic People'S Republic Of Korea,maize (corn),2300000
Democratic People'S Republic Of Korea,"meat of cattle with the bone, fresh or chilled",20349
Democratic People'S Republic Of Korea,"meat of chickens, fresh or chilled",22522
Democratic People'S Republic Of Korea,"meat of ducks, fresh or chilled",14358
Democratic People'S Republic Of Korea,"meat of goat, fresh or chilled",14398
Democratic People'S Republic Of Korea,"meat of pig with the bone, fresh or chilled",115276
Democratic People'S Republic Of Korea,"meat of rabbits and hares, fresh or chilled",156672
Democratic People'S Republic Of Korea,"meat of sheep, fresh or chilled",1013
Democratic People'S Republic Of Korea,millet,77049
Democratic People'S Republic Of Korea,mushrooms and truffles,6156
Democratic People'S Republic Of Korea,oats,14038
Democratic People'S Republic Of Korea,"onions and shallots, dry (excluding dehydrated)",86809
Democratic People'S Republic Of Korea,"onions and shallots, green",88540
Democratic People'S Republic Of Korea,"other fruits, n.e.c.",574446
Democratic People'S Republic Of Korea,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",17219
Democratic People'S Republic Of Korea,"other vegetables, fresh n.e.c.",2050027
Democratic People'S Republic Of Korea,peaches and nectarines,122610
Democratic People'S Republic Of Korea,pears,151353
Democratic People'S Republic Of Korea,potatoes,413319
Democratic People'S Republic Of Korea,"pumpkins, squash and gourds",71694
Democratic People'S Republic Of Korea,raw hides and skins of cattle,2873
Democratic People'S Republic Of Korea,raw hides and skins of goats or kids,1952
Democratic People'S Republic Of Korea,raw hides and skins of sheep or lambs,205
Democratic People'S Republic Of Korea,raw milk of cattle,84169
Democratic People'S Republic Of Korea,rice,2250000
Democratic People'S Republic Of Korea,rye,64778
Democratic People'S Republic Of Korea,"seed cotton, unginned",35865
Democratic People'S Republic Of Korea,"sheep fat, unrendered",34
Democratic People'S Republic Of Korea,silk-worm cocoons suitable for reeling,2581
Democratic People'S Republic Of Korea,sorghum,36463
Democratic People'S Republic Of Korea,soya beans,180000
Democratic People'S Republic Of Korea,sweet potatoes,576338
Democratic People'S Republic Of Korea,tomatoes,66533
Democratic People'S Republic Of Korea,"true hemp, raw or retted",15523
Democratic People'S Republic Of Korea,unmanufactured tobacco,88036
Democratic People'S Republic Of Korea,watermelons,91427
Democratic People'S Republic Of Korea,wheat,90073
Democratic Republic Of The Congo,avocados,62006
Democratic Republic Of The Congo,"bambara beans, dry",15889
Democratic Republic Of The Congo,bananas,811021
Democratic Republic Of The Congo,barley,1007
Democratic Republic Of The Congo,"beans, dry",280241
Democratic Republic Of The Congo,cabbages,20358
Democratic Republic Of The Congo,carrots and turnips,403
Democratic Republic Of The Congo,"cassava, fresh",46558022
Democratic Republic Of The Congo,"cattle fat, unrendered",890
Democratic Republic Of The Congo,"chillies and peppers, dry (capsicum spp., pimenta spp.), raw",36054
Democratic Republic Of The Congo,cocoa beans,50000
Democratic Republic Of The Congo,"coffee, green",65701
Democratic Republic Of The Congo,"cow peas, dry",86170
Democratic Republic Of The Congo,cucumbers and gherkins,382
Democratic Republic Of The Congo,"edible offal of cattle, fresh, chilled or frozen",3671
Democratic Republic Of The Congo,"edible offal of goat, fresh, chilled or frozen",3261
Democratic Republic Of The Congo,"edible offal of pigs, fresh, chilled or frozen",2776
Democratic Republic Of The Congo,"edible offal of sheep, fresh, chilled or frozen",577
Democratic Republic Of The Congo,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",922483
Democratic Republic Of The Congo,fat of pigs,2776
Democratic Republic Of The Congo,"game meat, fresh, chilled or frozen",90695
Democratic Republic Of The Congo,"goat fat, unrendered",665
Democratic Republic Of The Congo,"groundnuts, excluding shelled",508245
Democratic Republic Of The Congo,"hen eggs in shell, fresh",285900
Democratic Republic Of The Congo,"kenaf, and other textile bast fibres, raw or retted",7835
Democratic Republic Of The Congo,lemons and limes,6887
Democratic Republic Of The Congo,lettuce and chicory,14724
Democratic Republic Of The Congo,maize (corn),2387753
Democratic Republic Of The Congo,"mangoes, guavas and mangosteens",310848
Democratic Republic Of The Congo,"meat of cattle with the bone, fresh or chilled",27812
Democratic Republic Of The Congo,"meat of chickens, fresh or chilled",10000
Democratic Republic Of The Congo,"meat of goat, fresh or chilled",18300
Democratic Republic Of The Congo,"meat of pig with the bone, fresh or chilled",27760
Democratic Republic Of The Congo,"meat of sheep, fresh or chilled",2851
Democratic Republic Of The Congo,melonseed,63615
Democratic Republic Of The Congo,millet,41042
Democratic Republic Of The Congo,natural rubber in primary forms,6500
Democratic Republic Of The Congo,oats,0
Democratic Republic Of The Congo,oil palm fruit,1953210
Democratic Republic Of The Congo,"onions and shallots, dry (excluding dehydrated)",56204
Democratic Republic Of The Congo,oranges,164413
Democratic Republic Of The Congo,"other beans, green",4607
Democratic Republic Of The Congo,"other fruits, n.e.c.",90833
Democratic Republic Of The Congo,"other meat of mammals, fresh or chilled",78858
Democratic Republic Of The Congo,"other oil seeds, n.e.c.",59902
Democratic Republic Of The Congo,other pulses n.e.c.,10838
Democratic Republic Of The Congo,"other stimulant, spice and aromatic crops, n.e.c.",4053
Democratic Republic Of The Congo,"other vegetables, fresh n.e.c.",424481
Democratic Republic Of The Congo,papayas,207573
Democratic Republic Of The Congo,"peas, dry",1503
Democratic Republic Of The Congo,"pigeon peas, dry",7154
Democratic Republic Of The Congo,pineapples,186334
Democratic Republic Of The Congo,plantains and cooking bananas,4908314
Democratic Republic Of The Congo,pomelos and grapefruits,9187
Democratic Republic Of The Congo,potatoes,109367
Democratic Republic Of The Congo,"pumpkins, squash and gourds",29972
Democratic Republic Of The Congo,raw hides and skins of cattle,4561
Democratic Republic Of The Congo,raw hides and skins of goats or kids,3261
Democratic Republic Of The Congo,raw hides and skins of sheep or lambs,824
Democratic Republic Of The Congo,raw milk of cattle,10374
Democratic Republic Of The Congo,rice,1940592
Democratic Republic Of The Congo,"seed cotton, unginned",30480
Democratic Republic Of The Congo,sesame seed,4565
Democratic Republic Of The Congo,"sheep fat, unrendered",146
Democratic Republic Of The Congo,"sisal, raw",0
Democratic Republic Of The Congo,sorghum,9009
Democratic Republic Of The Congo,soya beans,28401
Democratic Republic Of The Congo,sugar cane,2505252
Democratic Republic Of The Congo,sweet potatoes,625963
Democratic Republic Of The Congo,taro,70021
Democratic Republic Of The Congo,tea leaves,2014
Democratic Republic Of The Congo,tomatoes,51371
Democratic Republic Of The Congo,unmanufactured tobacco,3517
Democratic Republic Of The Congo,wheat,9000
Democratic Republic Of The Congo,yams,127840
Denmark,apples,18510
Denmark,apricots,0
Denmark,artichokes,0
Denmark,asparagus,320
Denmark,avocados,0
Denmark,bananas,0
Denmark,barley,3141150
Denmark,blueberries,100
Denmark,"broad beans and horse beans, dry",73340
Denmark,cabbages,53560
Denmark,cantaloupes and other melons,0
Denmark,carrots and turnips,80380
Denmark,cauliflowers and broccoli,7950
Denmark,cherries,660
Denmark,cucumbers and gherkins,13930
Denmark,currants,1090
Denmark,figs,0
Denmark,"flax, raw or retted",0
Denmark,"hen eggs in shell, fresh",1699257
Denmark,hop cones,0
Denmark,kiwi fruit,0
Denmark,leeks and other alliaceous vegetables,3410
Denmark,lemons and limes,0
Denmark,lettuce and chicory,13100
Denmark,linseed,0
Denmark,maize (corn),62660
Denmark,"meat of cattle with the bone, fresh or chilled",116400
Denmark,"meat of chickens, fresh or chilled",163170
Denmark,"meat of ducks, fresh or chilled",120
Denmark,"meat of goat, fresh or chilled",0
Denmark,"meat of pig with the bone, fresh or chilled",1323200
Denmark,"meat of sheep, fresh or chilled",810
Denmark,"meat of turkeys, fresh or chilled",10
Denmark,mixed grain,17480
Denmark,oats,253680
Denmark,olives,0
Denmark,"onions and shallots, dry (excluding dehydrated)",61000
Denmark,oranges,0
Denmark,other berries and fruits of the genus vaccinium n.e.c.,1360
Denmark,"other citrus fruit, n.e.c.",0
Denmark,"other oil seeds, n.e.c.",0
Denmark,other pulses n.e.c.,0
Denmark,"other tropical fruits, n.e.c.",0
Denmark,"other vegetables, fresh n.e.c.",0
Denmark,peaches and nectarines,0
Denmark,pears,6070
Denmark,"peas, dry",37660
Denmark,"peas, green",3980
Denmark,plums and sloes,450
Denmark,pomelos and grapefruits,0
Denmark,potatoes,2997600
Denmark,"pumpkins, squash and gourds",7660
Denmark,rape or colza seed,696900
Denmark,raspberries,200
Denmark,raw milk of buffalo,0
Denmark,raw milk of cattle,5690000
Denmark,raw milk of goats,0
Denmark,raw milk of sheep,0
Denmark,rice,0
Denmark,rye,649760
Denmark,sour cherries,1960
Denmark,soya beans,0
Denmark,spinach,530
Denmark,strawberries,4980
Denmark,sugar beet,2587000
Denmark,sunflower seed,0
Denmark,"tangerines, mandarins, clementines",0
Denmark,tomatoes,10070
Denmark,triticale,23620
Denmark,unmanufactured tobacco,0
Denmark,watermelons,0
Denmark,wheat,3348010
Djibouti,"beans, dry",5009
Djibouti,cabbages,8
Djibouti,cantaloupes and other melons,198
Djibouti,carrots and turnips,16
Djibouti,"cattle fat, unrendered",244
Djibouti,"chillies and peppers, dry (capsicum spp., pimenta spp.), raw",571
Djibouti,"chillies and peppers, green (capsicum spp. and pimenta spp.)",16
Djibouti,cucumbers and gherkins,7
Djibouti,dates,136
Djibouti,"edible offal of cattle, fresh, chilled or frozen",1194
Djibouti,"edible offal of goat, fresh, chilled or frozen",469
Djibouti,"edible offal of sheep, fresh, chilled or frozen",437
Djibouti,"edible offals of camels and other camelids, fresh, chilled or frozen",116
Djibouti,eggplants (aubergines),62
Djibouti,fat of camels,46
Djibouti,"goat fat, unrendered",96
Djibouti,lemons and limes,2970
Djibouti,lettuce and chicory,0
Djibouti,maize (corn),17
Djibouti,"mangoes, guavas and mangosteens",619
Djibouti,"meat of camels, fresh or chilled",692
Djibouti,"meat of cattle with the bone, fresh or chilled",6472
Djibouti,"meat of goat, fresh or chilled",2318
Djibouti,"meat of sheep, fresh or chilled",2256
Djibouti,okra,30
Djibouti,"onions and shallots, green",182
Djibouti,oranges,5
Djibouti,"other tropical fruits, n.e.c.",1163
Djibouti,"other vegetables, fresh n.e.c.",34694
Djibouti,pears,3
Djibouti,"pumpkins, squash and gourds",17
Djibouti,raw hides and skins of cattle,1194
Djibouti,raw hides and skins of goats or kids,469
Djibouti,raw hides and skins of sheep or lambs,437
Djibouti,raw milk of camel,6141
Djibouti,raw milk of cattle,9195
Djibouti,"sheep fat, unrendered",111
Djibouti,silk-worm cocoons suitable for reeling,0
Djibouti,sugar cane,56
Djibouti,"tangerines, mandarins, clementines",2
Djibouti,tomatoes,1527
Djibouti,watermelons,70
Dominica,avocados,1098
Dominica,bananas,11535
Dominica,"beans, dry",83
Dominica,cabbages,464
Dominica,carrots and turnips,562
Dominica,"cassava, fresh",78
Dominica,"cattle fat, unrendered",14
Dominica,"chillies and peppers, green (capsicum spp. and pimenta spp.)",718
Dominica,"cinnamon and cinnamon-tree flowers, raw",34
Dominica,cocoa beans,1000
Dominica,"coconuts, in shell",9311
Dominica,"coffee, green",362
Dominica,cucumbers and gherkins,2244
Dominica,"edible offal of cattle, fresh, chilled or frozen",66
Dominica,"edible offal of goat, fresh, chilled or frozen",10
Dominica,"edible offal of pigs, fresh, chilled or frozen",18
Dominica,"edible offal of sheep, fresh, chilled or frozen",6
Dominica,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",4589
Dominica,eggplants (aubergines),475
Dominica,fat of pigs,28
Dominica,"ginger, raw",166
Dominica,"goat fat, unrendered",2
Dominica,"hen eggs in shell, fresh",18377
Dominica,lemons and limes,1817
Dominica,lettuce and chicory,115
Dominica,maize (corn),194
Dominica,"mangoes, guavas and mangosteens",2053
Dominica,"meat of cattle with the bone, fresh or chilled",544
Dominica,"meat of chickens, fresh or chilled",373
Dominica,"meat of goat, fresh or chilled",41
Dominica,"meat of pig with the bone, fresh or chilled",421
Dominica,"meat of sheep, fresh or chilled",27
Dominica,"nutmeg, mace, cardamoms, raw",2
Dominica,oranges,4882
Dominica,"other fruits, n.e.c.",968
Dominica,other pulses n.e.c.,123
Dominica,"other stimulant, spice and aromatic crops, n.e.c.",126
Dominica,"other tropical fruits, n.e.c.",1085
Dominica,"other vegetables, fresh n.e.c.",2467
Dominica,papayas,91
Dominica,pineapples,2402
Dominica,plantains and cooking bananas,8831
Dominica,pomelos and grapefruits,20212
Dominica,potatoes,150
Dominica,"pumpkins, squash and gourds",1840
Dominica,raw hides and skins of cattle,66
Dominica,raw hides and skins of goats or kids,8
Dominica,raw hides and skins of sheep or lambs,6
Dominica,raw milk of cattle,6997
Dominica,"sheep fat, unrendered",2
Dominica,sugar cane,4908
Dominica,sweet potatoes,2357
Dominica,"tangerines, mandarins, clementines",15
Dominica,taro,22601
Dominica,tomatoes,426
Dominica,watermelons,283
Dominica,yams,14022
Dominica,yautia,5502
Dominican Republic,avocados,1225409
Dominican Republic,bananas,2038905
Dominican Republic,"beans, dry",48958
Dominican Republic,beeswax,1140
Dominican Republic,"broad beans and horse beans, dry",12729
Dominican Republic,cabbages,59189
Dominican Republic,cantaloupes and other melons,53755
Dominican Republic,carrots and turnips,82982
Dominican Republic,"cashew nuts, in shell",668
Dominican Republic,"cassava, fresh",273530
Dominican Republic,castor oil seeds,0
Dominican Republic,"cattle fat, unrendered",1833
Dominican Republic,cauliflowers and broccoli,8339
Dominican Republic,cherries,10419
Dominican Republic,"chick peas, dry",3
Dominican Republic,"chillies and peppers, green (capsicum spp. and pimenta spp.)",119915
Dominican Republic,cocoa beans,57461
Dominican Republic,"coconuts, in shell",640691
Dominican Republic,"coffee, green",24838
Dominican Republic,cucumbers and gherkins,35655
Dominican Republic,"edible offal of cattle, fresh, chilled or frozen",9731
Dominican Republic,"edible offal of goat, fresh, chilled or frozen",83
Dominican Republic,"edible offal of pigs, fresh, chilled or frozen",3032
Dominican Republic,"edible offal of sheep, fresh, chilled or frozen",232
Dominican Republic,eggplants (aubergines),33361
Dominican Republic,fat of pigs,7075
Dominican Republic,"ginger, raw",1515
Dominican Republic,"goat fat, unrendered",10
Dominican Republic,green corn (maize),39482
Dominican Republic,green garlic,7586
Dominican Republic,"groundnuts, excluding shelled",9089
Dominican Republic,"hen eggs in shell, fresh",4242497
Dominican Republic,lemons and limes,90752
Dominican Republic,lettuce and chicory,12272
Dominican Republic,maize (corn),91449
Dominican Republic,"mangoes, guavas and mangosteens",115131
Dominican Republic,"meat of cattle with the bone, fresh or chilled",67693
Dominican Republic,"meat of chickens, fresh or chilled",421615
Dominican Republic,"meat of goat, fresh or chilled",616
Dominican Republic,"meat of pig with the bone, fresh or chilled",64685
Dominican Republic,"meat of sheep, fresh or chilled",929
Dominican Republic,natural honey,867
Dominican Republic,natural rubber in primary forms,57
Dominican Republic,oil palm fruit,344922
Dominican Republic,okra,836361
Dominican Republic,"onions and shallots, dry (excluding dehydrated)",118257
Dominican Republic,oranges,126446
Dominican Republic,"other beans, green",11684
Dominican Republic,"other fruits, n.e.c.",0
Dominican Republic,"other stimulant, spice and aromatic crops, n.e.c.",7898
Dominican Republic,"other tropical fruits, n.e.c.",288812
Dominican Republic,"other vegetables, fresh n.e.c.",38765
Dominican Republic,papayas,1942660
Dominican Republic,"peas, dry",440
Dominican Republic,"pigeon peas, dry",27825
Dominican Republic,pineapples,630000
Dominican Republic,plantains and cooking bananas,1660068
Dominican Republic,pomelos and grapefruits,14022
Dominican Republic,potatoes,123505
Dominican Republic,"pumpkins, squash and gourds",108167
Dominican Republic,raw hides and skins of cattle,6346
Dominican Republic,raw hides and skins of goats or kids,102
Dominican Republic,raw hides and skins of sheep or lambs,263
Dominican Republic,raw milk of cattle,892257
Dominican Republic,rice,958000
Dominican Republic,"seed cotton, unginned",0
Dominican Republic,sesame seed,0
Dominican Republic,"sheep fat, unrendered",39
Dominican Republic,"sisal, raw",34
Dominican Republic,sorghum,308
Dominican Republic,strawberries,2858
Dominican Republic,sugar cane,4948100
Dominican Republic,sweet potatoes,92467
Dominican Republic,"tangerines, mandarins, clementines",16901
Dominican Republic,tomatoes,282220
Dominican Republic,unmanufactured tobacco,14651
Dominican Republic,watermelons,1018377
Dominican Republic,yams,54514
Dominican Republic,yautia,71745
Ecuador,"abaca, manila hemp, raw",37925
Ecuador,"agave fibres, raw, n.e.c.",4523
Ecuador,"anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",11
Ecuador,apples,7197
Ecuador,apricots,359
Ecuador,asparagus,1958
Ecuador,avocados,34701
Ecuador,bananas,7585653
Ecuador,barley,10462
Ecuador,"beans, dry",17860
Ecuador,beeswax,94
Ecuador,"broad beans and horse beans, dry",1920
Ecuador,"broad beans and horse beans, green",15954
Ecuador,cabbages,12145
Ecuador,cantaloupes and other melons,16580
Ecuador,carrots and turnips,43045
Ecuador,"cassava, fresh",84768
Ecuador,castor oil seeds,3275
Ecuador,"cattle fat, unrendered",14521
Ecuador,cauliflowers and broccoli,124779
Ecuador,"chillies and peppers, green (capsicum spp. and pimenta spp.)",8174
Ecuador,cocoa beans,403699
Ecuador,"coconuts, in shell",14650
Ecuador,"coffee, green",5465
Ecuador,cucumbers and gherkins,4802
Ecuador,"edible offal of cattle, fresh, chilled or frozen",48402
Ecuador,"edible offal of goat, fresh, chilled or frozen",30
Ecuador,"edible offal of pigs, fresh, chilled or frozen",23483
Ecuador,"edible offal of sheep, fresh, chilled or frozen",771
Ecuador,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",26775
Ecuador,fat of pigs,26418
Ecuador,figs,36
Ecuador,"goat fat, unrendered",8
Ecuador,grapes,553
Ecuador,green garlic,1288
Ecuador,"groundnuts, excluding shelled",3930
Ecuador,"hen eggs in shell, fresh",3003000
Ecuador,lemons and limes,46964
Ecuador,"lentils, dry",2789
Ecuador,lettuce and chicory,16829
Ecuador,linseed,58
Ecuador,lupins,1365
Ecuador,maize (corn),1195203
Ecuador,"mangoes, guavas and mangosteens",144212
Ecuador,"meat of cattle with the bone, fresh or chilled",242011
Ecuador,"meat of chickens, fresh or chilled",554360
Ecuador,"meat of ducks, fresh or chilled",274
Ecuador,"meat of geese, fresh or chilled",78
Ecuador,"meat of goat, fresh or chilled",295
Ecuador,"meat of pig with the bone, fresh or chilled",220152
Ecuador,"meat of rabbits and hares, fresh or chilled",1087
Ecuador,"meat of sheep, fresh or chilled",5779
Ecuador,"meat of turkeys, fresh or chilled",2196
Ecuador,natural honey,895
Ecuador,natural rubber in primary forms,19605
Ecuador,oats,868
Ecuador,oil palm fruit,2651973
Ecuador,"onions and shallots, dry (excluding dehydrated)",23735
Ecuador,"onions and shallots, green",98847
Ecuador,oranges,121618
Ecuador,"other beans, green",18880
Ecuador,other berries and fruits of the genus vaccinium n.e.c.,6307
Ecuador,"other citrus fruit, n.e.c.",18585
Ecuador,"other fruits, n.e.c.",240331
Ecuador,"other meat of mammals, fresh or chilled",9345
Ecuador,"other stimulant, spice and aromatic crops, n.e.c.",840
Ecuador,"other tropical fruits, n.e.c.",47426
Ecuador,"other vegetables, fresh n.e.c.",26656
Ecuador,papayas,48970
Ecuador,peaches and nectarines,4556
Ecuador,pears,7211
Ecuador,"peas, dry",810
Ecuador,"peas, green",10759
Ecuador,"pepper (piper spp.), raw",4589
Ecuador,pineapples,390379
Ecuador,plantains and cooking bananas,1083684
Ecuador,plums and sloes,8767
Ecuador,pomelos and grapefruits,4862
Ecuador,potatoes,221187
Ecuador,"pumpkins, squash and gourds",4258
Ecuador,"pyrethrum, dried flowers",146
Ecuador,quinoa,1129
Ecuador,raw hides and skins of cattle,42110
Ecuador,raw hides and skins of goats or kids,25
Ecuador,raw hides and skins of sheep or lambs,578
Ecuador,raw milk of cattle,1964000
Ecuador,raw milk of goats,843
Ecuador,raw milk of sheep,3796
Ecuador,rice,1560200
Ecuador,rye,80
Ecuador,"seed cotton, unginned",3926
Ecuador,sesame seed,18
Ecuador,"sheep fat, unrendered",173
Ecuador,"shorn wool, greasy, including fleece-washed shorn wool",1024
Ecuador,sorghum,14288
Ecuador,soya beans,24711
Ecuador,strawberries,1443
Ecuador,sugar beet,4642
Ecuador,sugar cane,6378739
Ecuador,sunflower seed,231
Ecuador,sweet potatoes,4207
Ecuador,"tangerines, mandarins, clementines",26717
Ecuador,tea leaves,10235
Ecuador,tomatoes,66280
Ecuador,unmanufactured tobacco,9553
Ecuador,watermelons,75294
Ecuador,wheat,7323
Egypt,"anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",30323
Egypt,apples,959101
Egypt,apricots,86817
Egypt,artichokes,601272
Egypt,avocados,2025
Egypt,bananas,1251943
Egypt,barley,90000
Egypt,"beans, dry",172549
Egypt,beeswax,118
Egypt,"broad beans and horse beans, dry",128250
Egypt,"broad beans and horse beans, green",48493
Egypt,"buffalo fat, unrendered",5532
Egypt,cabbages,559093
Egypt,cantaloupes and other melons,485038
Egypt,carrots and turnips,254558
Egypt,"cattle fat, unrendered",8561
Egypt,cauliflowers and broccoli,155605
Egypt,"chick peas, dry",2632
Egypt,"chillies and peppers, dry (capsicum spp., pimenta spp.), raw",63026
Egypt,"chillies and peppers, green (capsicum spp. and pimenta spp.)",1083726
Egypt,"cow peas, dry",7268
Egypt,cucumbers and gherkins,487305
Egypt,dates,1750302
Egypt,"edible offal of buffalo, fresh, chilled or frozen",31915
Egypt,"edible offal of cattle, fresh, chilled or frozen",43339
Egypt,"edible offal of goat, fresh, chilled or frozen",3292
Egypt,"edible offal of pigs, fresh, chilled or frozen",66
Egypt,"edible offal of sheep, fresh, chilled or frozen",6844
Egypt,"edible offals of camels and other camelids, fresh, chilled or frozen",2839
Egypt,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",5253
Egypt,eggplants (aubergines),1782454
Egypt,fat of camels,1189
Egypt,fat of pigs,82
Egypt,figs,217194
Egypt,"flax, raw or retted",7700
Egypt,"goat fat, unrendered",542
Egypt,grapes,1696018
Egypt,green garlic,558228
Egypt,"groundnuts, excluding shelled",273745
Egypt,"hen eggs in shell, fresh",16640000
Egypt,"jute, raw or retted",2279
Egypt,lemons and limes,381921
Egypt,"lentils, dry",407
Egypt,lettuce and chicory,98491
Egypt,linseed,8000
Egypt,lupins,89
Egypt,maize (corn),7206000
Egypt,"mangoes, guavas and mangosteens",1863396
Egypt,"meat of buffalo, fresh or chilled",200000
Egypt,"meat of camels, fresh or chilled",31035
Egypt,"meat of cattle with the bone, fresh or chilled",321031
Egypt,"meat of chickens, fresh or chilled",2598604
Egypt,"meat of ducks, fresh or chilled",45104
Egypt,"meat of geese, fresh or chilled",8499
Egypt,"meat of goat, fresh or chilled",20000
Egypt,"meat of pig with the bone, fresh or chilled",707
Egypt,"meat of pigeons and other birds n.e.c., fresh, chilled or frozen",11849
Egypt,"meat of rabbits and hares, fresh or chilled",51480
Egypt,"meat of sheep, fresh or chilled",55000
Egypt,"meat of turkeys, fresh or chilled",25048
Egypt,natural honey,3782
Egypt,okra,100610
Egypt,olives,1269795
Egypt,"onions and shallots, dry (excluding dehydrated)",3439646
Egypt,oranges,4200000
Egypt,"other beans, green",166634
Egypt,other berries and fruits of the genus vaccinium n.e.c.,0
Egypt,"other citrus fruit, n.e.c.",5441
Egypt,"other fruits, n.e.c.",498644
Egypt,"other meat of mammals, fresh or chilled",14210
Egypt,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",3009
Egypt,other pulses n.e.c.,7474
Egypt,other stone fruits,1132
Egypt,"other tropical fruits, n.e.c.",27593
Egypt,"other vegetables, fresh n.e.c.",719687
Egypt,papayas,400
Egypt,peaches and nectarines,227035
Egypt,pears,84582
Egypt,"peas, dry",786
Egypt,"peas, green",174210
Egypt,plums and sloes,49067
Egypt,pomelos and grapefruits,4524
Egypt,potatoes,8082291
Egypt,"pumpkins, squash and gourds",1275383
Egypt,quinces,48
Egypt,raw hides and skins of buffaloes,22553
Egypt,raw hides and skins of cattle,33708
Egypt,raw hides and skins of goats or kids,2750
Egypt,raw hides and skins of sheep or lambs,6844
Egypt,raw milk of buffalo,1321667
Egypt,raw milk of cattle,4815333
Egypt,raw milk of goats,8450
Egypt,raw milk of sheep,23144
Egypt,rice,6430000
Egypt,rye,95618
Egypt,"seed cotton, unginned",228179
Egypt,sesame seed,41708
Egypt,"sheep fat, unrendered",1833
Egypt,"shorn wool, greasy, including fleece-washed shorn wool",12058
Egypt,silk-worm cocoons suitable for reeling,7
Egypt,sorghum,780000
Egypt,soya beans,75000
Egypt,spinach,29682
Egypt,strawberries,880847
Egypt,string beans,311
Egypt,sugar beet,13880842
Egypt,sugar cane,13314260
Egypt,sunflower seed,117671
Egypt,sweet potatoes,443511
Egypt,"tangerines, mandarins, clementines",1265813
Egypt,taro,118387
Egypt,tomatoes,7521071
Egypt,vetches,2274
Egypt,"walnuts, in shell",23580
Egypt,watermelons,712514
Egypt,wheat,9400000
El Salvador,"agave fibres, raw, n.e.c.",1619
El Salvador,apples,44629
El Salvador,avocados,21332
El Salvador,bananas,20054
El Salvador,"beans, dry",100356
El Salvador,beeswax,217
El Salvador,cabbages,686
El Salvador,cantaloupes and other melons,3003
El Salvador,"cashew nuts, in shell",1122
El Salvador,"cassava, fresh",24172
El Salvador,castor oil seeds,0
El Salvador,"cattle fat, unrendered",631
El Salvador,"chillies and peppers, green (capsicum spp. and pimenta spp.)",12708
El Salvador,cocoa beans,370
El Salvador,"coconuts, in shell",75498
El Salvador,"coffee, green",28488
El Salvador,cucumbers and gherkins,9215
El Salvador,"edible offal of cattle, fresh, chilled or frozen",2967
El Salvador,"edible offal of goat, fresh, chilled or frozen",12
El Salvador,"edible offal of pigs, fresh, chilled or frozen",540
El Salvador,"edible offal of sheep, fresh, chilled or frozen",6
El Salvador,fat of pigs,540
El Salvador,"goat fat, unrendered",3
El Salvador,green corn (maize),44348
El Salvador,"hen eggs in shell, fresh",1280329
El Salvador,"jute, raw or retted",176
El Salvador,"kenaf, and other textile bast fibres, raw or retted",989
El Salvador,lemons and limes,20222
El Salvador,maize (corn),785000
El Salvador,"mangoes, guavas and mangosteens",52679
El Salvador,"meat of cattle with the bone, fresh or chilled",16415
El Salvador,"meat of chickens, fresh or chilled",167371
El Salvador,"meat of goat, fresh or chilled",75
El Salvador,"meat of pig with the bone, fresh or chilled",7483
El Salvador,"meat of sheep, fresh or chilled",38
El Salvador,natural honey,1841
El Salvador,olives,11460
El Salvador,"onions and shallots, dry (excluding dehydrated)",1495
El Salvador,oranges,55495
El Salvador,"other fruits, n.e.c.",13383
El Salvador,"other oil seeds, n.e.c.",0
El Salvador,"other vegetables, fresh n.e.c.",32411
El Salvador,papayas,1373
El Salvador,pineapples,831
El Salvador,plantains and cooking bananas,27190
El Salvador,potatoes,6048
El Salvador,"pumpkins, squash and gourds",8545
El Salvador,raw hides and skins of cattle,3094
El Salvador,raw hides and skins of goats or kids,12
El Salvador,raw hides and skins of sheep or lambs,6
El Salvador,raw milk of cattle,419177
El Salvador,rice,11000
El Salvador,"seed cotton, unginned",0
El Salvador,sesame seed,964
El Salvador,"sheep fat, unrendered",1
El Salvador,sorghum,99000
El Salvador,soya beans,5380
El Salvador,sugar cane,7310908
El Salvador,sweet potatoes,765
El Salvador,"tangerines, mandarins, clementines",22013
El Salvador,tea leaves,673
El Salvador,tomatoes,21295
El Salvador,unmanufactured tobacco,1819
El Salvador,watermelons,48745
El Salvador,yautia,48476
