Country,Crop,Element,Production
Tonga,lemons and limes,production,2178.61
Tonga,"meat of cattle with the bone, fresh or chilled",production,345.87
Tonga,"meat of chickens, fresh or chilled",production,272.25
Tonga,"meat of goat, fresh or chilled",production,29.33
Tonga,"meat of pig with the bone, fresh or chilled",production,1819.18
Tonga,natural honey,production,10.66
Tonga,oranges,production,882.15
Tonga,"other fruits, n.e.c.",production,1023.18
Tonga,"other stimulant, spice and aromatic crops, n.e.c.",production,259.56
Tonga,"other tropical fruits, n.e.c.",production,802.56
Tonga,"other vegetables, fresh n.e.c.",production,6299.41
Tonga,plantains and cooking bananas,production,2371.75
Tonga,"pumpkins, squash and gourds",production,21009.97
Tonga,raw hides and skins of cattle,production,51.55
Tonga,raw hides and skins of goats or kids,production,4.95
Tonga,raw milk of cattle,production,325.7
Tonga,sweet potatoes,production,6639.76
Tonga,taro,production,3526.66
Tonga,tomatoes,production,874.18
Tonga,"vanilla, raw",production,194.87
Tonga,watermelons,production,444.14
Tonga,yams,production,4678.43
Trinidad And Tobago,avocados,production,57.69
Trinidad And Tobago,bananas,production,3245.59
Trinidad And Tobago,"buffalo fat, unrendered",production,0.36
Trinidad And Tobago,cabbages,production,813.0
Trinidad And Tobago,carrots and turnips,production,
Trinidad And Tobago,"cassava, fresh",production,1818.4
Trinidad And Tobago,"cattle fat, unrendered",production,28.56
Trinidad And Tobago,cauliflowers and broccoli,production,293.0
Trinidad And Tobago,"chillies and peppers, green (capsicum spp. and pimenta spp.)",production,1627.0
Trinidad And Tobago,cocoa beans,production,231.0
Trinidad And Tobago,"coconuts, in shell",production,19590.37
Trinidad And Tobago,"coffee, green",production,757.86
Trinidad And Tobago,"cow peas, dry",production,534.29
Trinidad And Tobago,cucumbers and gherkins,production,817.0
Trinidad And Tobago,"edible offal of buffalo, fresh, chilled or frozen",production,1.67
Trinidad And Tobago,"edible offal of cattle, fresh, chilled or frozen",production,167.28
Trinidad And Tobago,"edible offal of goat, fresh, chilled or frozen",production,11.6
Trinidad And Tobago,"edible offal of pigs, fresh, chilled or frozen",production,78.45
Trinidad And Tobago,"edible offal of sheep, fresh, chilled or frozen",production,26.73
Trinidad And Tobago,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",production,
Trinidad And Tobago,eggplants (aubergines),production,812.0
Trinidad And Tobago,fat of pigs,production,185.07
Trinidad And Tobago,"ginger, raw",production,46.0
Trinidad And Tobago,"goat fat, unrendered",production,1.51
Trinidad And Tobago,green corn (maize),production,611.0
Trinidad And Tobago,"hen eggs in shell, fresh",production,4180.0
Trinidad And Tobago,"hen eggs in shell, fresh",production,75995.0
Trinidad And Tobago,lemons and limes,production,2519.09
Trinidad And Tobago,lettuce and chicory,production,1228.0
Trinidad And Tobago,maize (corn),production,0.0
Trinidad And Tobago,"mangoes, guavas and mangosteens",production,2530.76
Trinidad And Tobago,"meat of buffalo, fresh or chilled",production,10.0
Trinidad And Tobago,"meat of cattle with the bone, fresh or chilled",production,1020.0
Trinidad And Tobago,"meat of chickens, fresh or chilled",production,46888.0
Trinidad And Tobago,"meat of goat, fresh or chilled",production,58.0
Trinidad And Tobago,"meat of pig with the bone, fresh or chilled",production,1388.0
Trinidad And Tobago,"meat of rabbits and hares, fresh or chilled",production,9.0
Trinidad And Tobago,"meat of sheep, fresh or chilled",production,139.0
Trinidad And Tobago,natural honey,production,104.0
Trinidad And Tobago,"nutmeg, mace, cardamoms, raw",production,321.12
Trinidad And Tobago,okra,production,1385.0
Trinidad And Tobago,oranges,production,5687.54
Trinidad And Tobago,"other citrus fruit, n.e.c.",production,6641.93
Trinidad And Tobago,"other fruits, n.e.c.",production,45754.27
Trinidad And Tobago,other pulses n.e.c.,production,157.73
Trinidad And Tobago,"other vegetables, fresh n.e.c.",production,867.0
Trinidad And Tobago,papayas,production,1261.0
Trinidad And Tobago,"pigeon peas, dry",production,1009.0
Trinidad And Tobago,pineapples,production,820.0
Trinidad And Tobago,plantains and cooking bananas,production,5422.77
Trinidad And Tobago,pomelos and grapefruits,production,1280.6
Trinidad And Tobago,"pumpkins, squash and gourds",production,1369.0
Trinidad And Tobago,raw hides and skins of buffaloes,production,1.69
Trinidad And Tobago,raw hides and skins of cattle,production,148.92
Trinidad And Tobago,raw hides and skins of goats or kids,production,9.63
Trinidad And Tobago,raw hides and skins of sheep or lambs,production,21.12
Trinidad And Tobago,raw milk of cattle,production,1720.0
Trinidad And Tobago,rice,production,784.4
Trinidad And Tobago,"sheep fat, unrendered",production,5.61
Trinidad And Tobago,sugar cane,production,
Trinidad And Tobago,sweet potatoes,production,308.0
Trinidad And Tobago,taro,production,3713.0
Trinidad And Tobago,tomatoes,production,536.0
Trinidad And Tobago,unmanufactured tobacco,production,190.16
Trinidad And Tobago,watermelons,production,491.0
Trinidad And Tobago,yams,production,0.0
Trinidad And Tobago,yautia,production,1821.59
Tunisia,"almonds, in shell",production,70872.73
Tunisia,"anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",production,10697.62
Tunisia,apples,production,140388.43
Tunisia,apricots,production,37382.97
Tunisia,artichokes,production,25438.14
Tunisia,asparagus,production,268.19
Tunisia,avocados,production,337.0
Tunisia,barley,production,300000.0
Tunisia,"beans, dry",production,250.91
Tunisia,beeswax,production,67.67
Tunisia,"broad beans and horse beans, dry",production,74097.76
Tunisia,"broad beans and horse beans, green",production,82887.83
Tunisia,cabbages,production,30907.32
Tunisia,cantaloupes and other melons,production,108445.47
Tunisia,carrots and turnips,production,209219.11
Tunisia,"cattle fat, unrendered",production,723.35
Tunisia,cauliflowers and broccoli,production,10583.52
Tunisia,cereals n.e.c.,production,29000.0
Tunisia,cherries,production,4546.64
Tunisia,"chick peas, dry",production,9637.32
Tunisia,"chillies and peppers, dry (capsicum spp., pimenta spp.), raw",production,20887.16
Tunisia,"chillies and peppers, green (capsicum spp. and pimenta spp.)",production,484212.99
Tunisia,cranberries,production,185.87
Tunisia,cucumbers and gherkins,production,71255.6
Tunisia,dates,production,400219.18
Tunisia,"edible offal of cattle, fresh, chilled or frozen",production,6269.0
Tunisia,"edible offal of goat, fresh, chilled or frozen",production,1497.51
Tunisia,"edible offal of pigs, fresh, chilled or frozen",production,1.74
Tunisia,"edible offal of sheep, fresh, chilled or frozen",production,8251.92
Tunisia,"edible offals of camels and other camelids, fresh, chilled or frozen",production,288.9
Tunisia,"edible offals of horses and other equines, fresh, chilled or frozen",production,63.47
Tunisia,eggplants (aubergines),production,696.59
Tunisia,fat of camels,production,184.57
Tunisia,fat of pigs,production,7.46
Tunisia,figs,production,23796.7
Tunisia,"game meat, fresh, chilled or frozen",production,533.87
Tunisia,"goat fat, unrendered",production,385.07
Tunisia,grapes,production,160527.39
Tunisia,green garlic,production,25716.87
Tunisia,"hazelnuts, in shell",production,46.88
Tunisia,"hen eggs in shell, fresh",production,98377.78
Tunisia,"hen eggs in shell, fresh",production,1856184.0
Tunisia,"horse meat, fresh or chilled",production,557.65
Tunisia,kiwi fruit,production,35.25
Tunisia,lemons and limes,production,61643.17
Tunisia,"lentils, dry",production,1749.66
Tunisia,lettuce and chicory,production,76630.4
Tunisia,linseed,production,3099.95
Tunisia,locust beans (carobs),production,810.24
Tunisia,"meat of camels, fresh or chilled",production,1484.61
Tunisia,"meat of cattle with the bone, fresh or chilled",production,41793.32
Tunisia,"meat of chickens, fresh or chilled",production,163333.2
Tunisia,"meat of goat, fresh or chilled",production,10482.57
Tunisia,"meat of pig with the bone, fresh or chilled",production,121.45
Tunisia,"meat of sheep, fresh or chilled",production,54641.07
Tunisia,"meat of turkeys, fresh or chilled",production,96638.32
Tunisia,mushrooms and truffles,production,185.8
Tunisia,natural honey,production,3675.08
Tunisia,oats,production,1686.57
Tunisia,olives,production,1056228.17
Tunisia,"onions and shallots, dry (excluding dehydrated)",production,190823.79
Tunisia,"onions and shallots, green",production,287167.14
Tunisia,oranges,production,416897.47
Tunisia,"other beans, green",production,914.0
Tunisia,other berries and fruits of the genus vaccinium n.e.c.,production,189.57
Tunisia,"other citrus fruit, n.e.c.",production,144053.95
Tunisia,"other fruits, n.e.c.",production,81461.37
Tunisia,"other meat of mammals, fresh or chilled",production,6176.48
Tunisia,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",production,10.42
Tunisia,other pulses n.e.c.,production,27929.78
Tunisia,"other stimulant, spice and aromatic crops, n.e.c.",production,3366.03
Tunisia,other stone fruits,production,5600.0
Tunisia,"other tropical fruits, n.e.c.",production,105239.89
Tunisia,"other vegetables, fresh n.e.c.",production,116709.08
Tunisia,papayas,production,78.3
Tunisia,peaches and nectarines,production,158681.07
Tunisia,pears,production,15772.87
Tunisia,"peas, dry",production,5262.25
Tunisia,"peas, green",production,52401.36
Tunisia,"pistachios, in shell",production,3135.33
Tunisia,plums and sloes,production,20595.42
Tunisia,pomelos and grapefruits,production,104338.25
Tunisia,potatoes,production,466090.31
Tunisia,"pumpkins, squash and gourds",production,86601.96
Tunisia,"pyrethrum, dried flowers",production,146.06
Tunisia,quinces,production,3998.62
Tunisia,rape or colza seed,production,5474.44
Tunisia,raw hides and skins of cattle,production,4581.19
Tunisia,raw hides and skins of goats or kids,production,2567.16
Tunisia,raw hides and skins of sheep or lambs,production,10036.12
Tunisia,raw milk of camel,production,1108.83
Tunisia,raw milk of cattle,production,1389814.81
Tunisia,raw milk of goats,production,11279.73
Tunisia,raw milk of sheep,production,23518.52
Tunisia,"seed cotton, unginned",production,6796.28
Tunisia,"sheep fat, unrendered",production,6021.67
Tunisia,"shorn wool, greasy, including fleece-washed shorn wool",production,9332.26
Tunisia,"snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",production,995.19
Tunisia,sorghum,production,1212.72
Tunisia,spinach,production,7413.37
Tunisia,strawberries,production,10136.87
Tunisia,sugar beet,production,86571.62
Tunisia,sunflower seed,production,6412.21
Tunisia,"tangerines, mandarins, clementines",production,81068.68
Tunisia,tomatoes,production,1430769.66
Tunisia,triticale,production,22326.43
Tunisia,unmanufactured tobacco,production,2215.69
Tunisia,vetches,production,254.13
Tunisia,watermelons,production,504091.54
Tunisia,wheat,production,1150000.0
Türkiye,"almonds, in shell",production,200000.0
Türkiye,"anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",production,27918.0
Türkiye,apples,production,4420185.0
Türkiye,apricots,production,1269000.0
Türkiye,artichokes,production,38077.0
Türkiye,asparagus,production,2387.0
Türkiye,avocados,production,64500.0
Türkiye,bananas,production,875000.0
Türkiye,barley,production,8100000.0
Türkiye,"beans, dry",production,279000.0
Türkiye,beeswax,production,3316.0
Türkiye,"broad beans and horse beans, dry",production,6580.0
Türkiye,"broad beans and horse beans, green",production,33089.0
Türkiye,"buffalo fat, unrendered",production,309.38
Türkiye,cabbages,production,912839.0
Türkiye,canary seed,production,6422.0
Türkiye,cantaloupes and other melons,production,1479000.0
Türkiye,carrots and turnips,production,895209.0
Türkiye,"cattle fat, unrendered",production,23728.68
Türkiye,cauliflowers and broccoli,production,393214.0
Türkiye,cherries,production,726500.0
Türkiye,"chestnuts, in shell",production,74300.0
Türkiye,"chick peas, dry",production,575000.0
Türkiye,"chillies and peppers, dry (capsicum spp., pimenta spp.), raw",production,16150.87
Türkiye,"chillies and peppers, green (capsicum spp. and pimenta spp.)",production,3428038.0
Türkiye,cucumbers and gherkins,production,1742900.0
Türkiye,"edible offal of buffalo, fresh, chilled or frozen",production,1518.76
Türkiye,"edible offal of cattle, fresh, chilled or frozen",production,127541.65
Türkiye,"edible offal of goat, fresh, chilled or frozen",production,14703.63
Türkiye,"edible offal of pigs, fresh, chilled or frozen",production,
Türkiye,"edible offal of sheep, fresh, chilled or frozen",production,66008.5
Türkiye,"edible offals of camels and other camelids, fresh, chilled or frozen",production,
Türkiye,"edible offals of horses and other equines, fresh, chilled or frozen",production,51.08
Türkiye,eggplants (aubergines),production,827004.0
Türkiye,fat of camels,production,
Türkiye,fat of pigs,production,
Türkiye,figs,production,375000.0
Türkiye,"flax, raw or retted",production,11.0
Türkiye,"goat fat, unrendered",production,3166.94
Türkiye,grapes,production,3468000.0
Türkiye,green garlic,production,50870.0
Türkiye,"groundnuts, excluding shelled",production,246796.0
Türkiye,"hazelnuts, in shell",production,717000.0
Türkiye,hempseed,production,556.0
Türkiye,"hen eggs in shell, fresh",production,1322193.09
Türkiye,"hen eggs in shell, fresh",production,21155089.0
Türkiye,"horse meat, fresh or chilled",production,757.94
Türkiye,kiwi fruit,production,92249.0
Türkiye,leeks and other alliaceous vegetables,production,151277.0
Türkiye,lemons and limes,production,1730000.0
Türkiye,"lentils, dry",production,405000.0
Türkiye,lettuce and chicory,production,602848.0
Türkiye,linseed,production,188.0
Türkiye,locust beans (carobs),production,25000.0
Türkiye,maize (corn),production,8100000.0
Türkiye,"meat of buffalo, fresh or chilled",production,13781.31
Türkiye,"meat of camels, fresh or chilled",production,
Türkiye,"meat of cattle with the bone, fresh or chilled",production,1483042.41
Türkiye,"meat of chickens, fresh or chilled",production,2512130.86
Türkiye,"meat of ducks, fresh or chilled",production,464.44
Türkiye,"meat of geese, fresh or chilled",production,3637.66
Türkiye,"meat of goat, fresh or chilled",production,99532.24
Türkiye,"meat of pig with the bone, fresh or chilled",production,
Türkiye,"meat of rabbits and hares, fresh or chilled",production,35.1
Türkiye,"meat of sheep, fresh or chilled",production,509539.27
Türkiye,"meat of turkeys, fresh or chilled",production,52355.36
Türkiye,melonseed,production,
Türkiye,millet,production,3774.0
Türkiye,mixed grain,production,0.0
Türkiye,mushrooms and truffles,production,75340.0
Türkiye,mustard seed,production,
Türkiye,natural honey,production,95492.31
Türkiye,oats,production,390000.0
Türkiye,okra,production,28152.0
Türkiye,olives,production,3750000.0
Türkiye,"onions and shallots, dry (excluding dehydrated)",production,2632000.0
Türkiye,"onions and shallots, green",production,108184.0
Türkiye,oranges,production,1610000.0
Türkiye,"other beans, green",production,507061.0
Türkiye,other berries and fruits of the genus vaccinium n.e.c.,production,92318.0
Türkiye,"other citrus fruit, n.e.c.",production,3576.0
Türkiye,"other fruits, n.e.c.",production,723870.0
Türkiye,"other meat of mammals, fresh or chilled",production,706.35
Türkiye,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",production,2944.76
Türkiye,other pulses n.e.c.,production,4059.0
Türkiye,"other stimulant, spice and aromatic crops, n.e.c.",production,366338.0
Türkiye,other stone fruits,production,37722.0
Türkiye,"other vegetables, fresh n.e.c.",production,664835.0
Türkiye,peaches and nectarines,production,1179041.0
Türkiye,pears,production,630500.0
Türkiye,"peas, dry",production,5353.0
Türkiye,"peas, green",production,138687.0
Türkiye,persimmons,production,142584.0
Türkiye,"pistachios, in shell",production,383000.0
Türkiye,plantains and cooking bananas,production,0.0
Türkiye,plums and sloes,production,376000.0
Türkiye,pomelos and grapefruits,production,150000.0
Türkiye,poppy seed,production,8441.0
Türkiye,potatoes,production,6900000.0
Türkiye,"pumpkins, squash and gourds",production,741952.0
Türkiye,quinces,production,203186.0
Türkiye,rape or colza seed,production,61664.0
Türkiye,raw hides and skins of buffaloes,production,1884.38
Türkiye,raw hides and skins of cattle,production,166100.75
Türkiye,raw hides and skins of goats or kids,production,12667.74
Türkiye,raw hides and skins of sheep or lambs,production,92643.5
Türkiye,raw milk of buffalo,production,58122.39
Türkiye,raw milk of cattle,production,21040442.21
Türkiye,raw milk of goats,production,482247.21
Türkiye,raw milk of sheep,production,906944.87
Türkiye,rice,production,1019000.0
Türkiye,rye,production,257000.0
Türkiye,safflower seed,production,29000.0
Türkiye,"seed cotton, unginned",production,2243000.0
Türkiye,sesame seed,production,14439.0
Türkiye,"sheep fat, unrendered",production,33583.27
Türkiye,"shorn wool, greasy, including fleece-washed shorn wool",production,84270.0
Türkiye,silk-worm cocoons suitable for reeling,production,85.0
Türkiye,"snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",production,508.33
Türkiye,sorghum,production,96.0
Türkiye,sour cherries,production,206700.0
Türkiye,soya beans,production,180000.0
Türkiye,spinach,production,237216.0
Türkiye,strawberries,production,606254.0
Türkiye,string beans,production,67374.0
Türkiye,sugar beet,production,23000000.0
Türkiye,sunflower seed,production,2195000.0
Türkiye,"tangerines, mandarins, clementines",production,1988000.0
Türkiye,taro,production,0.0
Türkiye,tea leaves,production,1414000.0
Türkiye,tomatoes,production,14617000.0
Türkiye,triticale,production,341000.0
Türkiye,"true hemp, raw or retted",production,1.0
Türkiye,unmanufactured tobacco,production,108000.0
Türkiye,"vanilla, raw",production,407.04
Türkiye,vetches,production,1978.0
Türkiye,"walnuts, in shell",production,426000.0
Türkiye,watermelons,production,3198000.0
Türkiye,wheat,production,20800000.0
Turkmenistan,"almonds, in shell",production,1012.65
Turkmenistan,apples,production,65524.74
Turkmenistan,apricots,production,34277.06
Turkmenistan,barley,production,64558.95
Turkmenistan,"beans, dry",production,5000.0
Turkmenistan,cabbages,production,65966.48
Turkmenistan,carrots and turnips,production,73255.12
Turkmenistan,"cattle fat, unrendered",production,6243.68
Turkmenistan,cucumbers and gherkins,production,35590.74
Turkmenistan,"edible offal of cattle, fresh, chilled or frozen",production,31585.69
Turkmenistan,"edible offal of goat, fresh, chilled or frozen",production,2243.88
Turkmenistan,"edible offal of pigs, fresh, chilled or frozen",production,20.43
Turkmenistan,"edible offal of sheep, fresh, chilled or frozen",production,16616.68
Turkmenistan,"edible offals of camels and other camelids, fresh, chilled or frozen",production,2697.22
Turkmenistan,"eggs from other birds in shell, fresh, n.e.c.",production,539.0
Turkmenistan,"eggs from other birds in shell, fresh, n.e.c.",production,9300.0
Turkmenistan,fat of camels,production,1086.94
Turkmenistan,fat of pigs,production,20.43
Turkmenistan,"goat fat, unrendered",production,420.73
Turkmenistan,grapes,production,345577.27
Turkmenistan,green garlic,production,3222.09
Turkmenistan,"hen eggs in shell, fresh",production,91981.32
Turkmenistan,"hen eggs in shell, fresh",production,1642524.0
Turkmenistan,maize (corn),production,6739.55
Turkmenistan,"meat of camels, fresh or chilled",production,18840.31
Turkmenistan,"meat of cattle with the bone, fresh or chilled",production,209347.02
Turkmenistan,"meat of chickens, fresh or chilled",production,24885.56
Turkmenistan,"meat of goat, fresh or chilled",production,15426.67
Turkmenistan,"meat of pig with the bone, fresh or chilled",production,246.48
Turkmenistan,"meat of sheep, fresh or chilled",production,123921.02
Turkmenistan,natural honey,production,932.56
Turkmenistan,oats,production,
Turkmenistan,"onions and shallots, dry (excluding dehydrated)",production,89339.62
Turkmenistan,"other meat of mammals, fresh or chilled",production,1066.95
Turkmenistan,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",production,569.94
Turkmenistan,"other vegetables, fresh n.e.c.",production,59596.51
Turkmenistan,peaches and nectarines,production,30658.01
Turkmenistan,"peas, dry",production,16300.0
Turkmenistan,plums and sloes,production,34050.52
Turkmenistan,potatoes,production,824319.52
Turkmenistan,raw hides and skins of cattle,production,22036.53
Turkmenistan,raw hides and skins of goats or kids,production,2314.0
Turkmenistan,raw hides and skins of sheep or lambs,production,16616.68
Turkmenistan,raw milk of camel,production,6200.75
Turkmenistan,raw milk of cattle,production,2652447.6
Turkmenistan,raw milk of goats,production,5541.1
Turkmenistan,rice,production,85535.7
Turkmenistan,rye,production,
Turkmenistan,"seed cotton, unginned",production,600238.0
Turkmenistan,"sheep fat, unrendered",production,5914.41
Turkmenistan,"shorn wool, greasy, including fleece-washed shorn wool",production,49361.29
Turkmenistan,sorghum,production,
Turkmenistan,sugar beet,production,273979.3
Turkmenistan,tomatoes,production,351042.12
Turkmenistan,unmanufactured tobacco,production,3333.51
Turkmenistan,watermelons,production,650527.71
Turkmenistan,wheat,production,1330000.0
Tuvalu,bananas,production,293.52
Tuvalu,"coconuts, in shell",production,2400.0
Tuvalu,"edible offal of pigs, fresh, chilled or frozen",production,7.59
Tuvalu,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",production,147.39
Tuvalu,fat of pigs,production,10.91
Tuvalu,"hen eggs in shell, fresh",production,19.5
Tuvalu,"hen eggs in shell, fresh",production,487.0
Tuvalu,"meat of chickens, fresh or chilled",production,63.56
Tuvalu,"meat of pig with the bone, fresh or chilled",production,128.06
Tuvalu,natural honey,production,4.94
Tuvalu,"other tropical fruits, n.e.c.",production,618.07
Tuvalu,"other vegetables, fresh n.e.c.",production,622.72
Uganda,bananas,production,
Uganda,"beans, dry",production,793122.97
Uganda,beeswax,production,613.91
Uganda,"cassava, fresh",production,1628999.06
Uganda,castor oil seeds,production,1000.0
Uganda,"cattle fat, unrendered",production,4948.8
Uganda,"chick peas, dry",production,5600.03
Uganda,"chillies and peppers, dry (capsicum spp., pimenta spp.), raw",production,3226.52
Uganda,cocoa beans,production,55000.0
Uganda,"coffee, green",production,402000.0
Uganda,"cow peas, dry",production,12561.17
Uganda,"edible offal of cattle, fresh, chilled or frozen",production,40085.32
Uganda,"edible offal of goat, fresh, chilled or frozen",production,9500.04
Uganda,"edible offal of pigs, fresh, chilled or frozen",production,17229.37
Uganda,"edible offal of sheep, fresh, chilled or frozen",production,1064.05
Uganda,fat of pigs,production,17229.37
Uganda,"ginger, raw",production,1231.74
Uganda,"goat fat, unrendered",production,1076.67
Uganda,"groundnuts, excluding shelled",production,150000.0
Uganda,"hen eggs in shell, fresh",production,44022.31
Uganda,"hen eggs in shell, fresh",production,1023775.0
Uganda,maize (corn),production,5000000.0
Uganda,"meat of cattle with the bone, fresh or chilled",production,237542.63
Uganda,"meat of chickens, fresh or chilled",production,132768.44
Uganda,"meat of goat, fresh or chilled",production,31033.47
Uganda,"meat of pig with the bone, fresh or chilled",production,205723.83
Uganda,"meat of sheep, fresh or chilled",production,4739.85
Uganda,millet,production,120000.0
Uganda,natural honey,production,21635.16
Uganda,"onions and shallots, dry (excluding dehydrated)",production,330574.73
Uganda,"other fruits, n.e.c.",production,52430.97
Uganda,"other meat of mammals, fresh or chilled",production,30556.38
Uganda,"other oil seeds, n.e.c.",production,48779.99
Uganda,"other vegetables, fresh n.e.c.",production,1024855.24
Uganda,"peas, dry",production,12189.96
Uganda,"pepper (piper spp.), raw",production,2216.78
Uganda,"pigeon peas, dry",production,13513.61
Uganda,pineapples,production,8828.37
Uganda,plantains and cooking bananas,production,11834262.18
Uganda,potatoes,production,461361.34
Uganda,raw hides and skins of cattle,production,33651.87
Uganda,raw hides and skins of goats or kids,production,6333.36
Uganda,raw hides and skins of sheep or lambs,production,831.89
Uganda,raw milk of cattle,production,3850000.0
Uganda,rice,production,300000.0
Uganda,"seed cotton, unginned",production,149307.85
Uganda,sesame seed,production,140000.0
Uganda,"sheep fat, unrendered",production,106.4
Uganda,"sisal, raw",production,4.4
Uganda,sorghum,production,225000.0
Uganda,soya beans,production,155000.0
Uganda,sugar cane,production,6104830.28
Uganda,sunflower seed,production,285000.0
Uganda,sweet potatoes,production,1026776.85
Uganda,tea leaves,production,414945.47
Uganda,tomatoes,production,39046.84
Uganda,unmanufactured tobacco,production,32091.75
Uganda,"vanilla, raw",production,183.11
Uganda,wheat,production,25000.0
Ukraine,"almonds, in shell",production,0.0
Ukraine,"anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",production,2700.0
Ukraine,apples,production,1150900.0
Ukraine,apricots,production,45200.0
Ukraine,barley,production,5313880.0
Ukraine,"beans, dry",production,79590.0
Ukraine,blueberries,production,200.0
Ukraine,"broad beans and horse beans, dry",production,2230.0
Ukraine,"broad beans and horse beans, green",production,456.02
Ukraine,buckwheat,production,113650.0
Ukraine,cabbages,production,1560400.0
Ukraine,cantaloupes and other melons,production,63300.0
Ukraine,carrots and turnips,production,796700.0
Ukraine,castor oil seeds,production,
Ukraine,"cattle fat, unrendered",production,7459.32
Ukraine,cauliflowers and broccoli,production,9800.0
Ukraine,cereals n.e.c.,production,6100.0
Ukraine,cherries,production,55700.0
Ukraine,"chestnuts, in shell",production,200.0
Ukraine,chicory roots,production,6200.0
Ukraine,"chillies and peppers, green (capsicum spp. and pimenta spp.)",production,120300.0
Ukraine,cranberries,production,400.0
Ukraine,cucumbers and gherkins,production,850000.0
Ukraine,currants,production,23800.0
Ukraine,"edible offal of cattle, fresh, chilled or frozen",production,35638.98
Ukraine,"edible offal of goat, fresh, chilled or frozen",production,739.53
Ukraine,"edible offal of pigs, fresh, chilled or frozen",production,41430.82
Ukraine,"edible offal of sheep, fresh, chilled or frozen",production,858.14
Ukraine,"edible offals of horses and other equines, fresh, chilled or frozen",production,532.0
Ukraine,eggplants (aubergines),production,31500.0
Ukraine,"eggs from other birds in shell, fresh, n.e.c.",production,10500.0
Ukraine,"eggs from other birds in shell, fresh, n.e.c.",production,116500.0
Ukraine,fat of pigs,production,41430.82
Ukraine,"flax, raw or retted",production,140.0
Ukraine,"goat fat, unrendered",production,209.53
Ukraine,gooseberries,production,7300.0
Ukraine,grapes,production,251400.0
Ukraine,green corn (maize),production,61600.0
Ukraine,green garlic,production,187700.0
Ukraine,"hazelnuts, in shell",production,500.0
Ukraine,hempseed,production,574.63
Ukraine,"hen eggs in shell, fresh",production,666100.0
Ukraine,"hen eggs in shell, fresh",production,11534100.0
Ukraine,hop cones,production,400.0
Ukraine,"horse meat, fresh or chilled",production,5700.0
Ukraine,"lentils, dry",production,26660.0
Ukraine,lettuce and chicory,production,1600.0
Ukraine,linseed,production,66160.0
Ukraine,locust beans (carobs),production,200.0
Ukraine,lupins,production,6130.0
Ukraine,maize (corn),production,26863740.0
Ukraine,"meat of cattle with the bone, fresh or chilled",production,244500.0
Ukraine,"meat of chickens, fresh or chilled",production,1120200.0
Ukraine,"meat of ducks, fresh or chilled",production,15300.0
Ukraine,"meat of geese, fresh or chilled",production,4700.0
Ukraine,"meat of goat, fresh or chilled",production,5300.0
Ukraine,"meat of pig with the bone, fresh or chilled",production,672100.0
Ukraine,"meat of rabbits and hares, fresh or chilled",production,8000.0
Ukraine,"meat of sheep, fresh or chilled",production,6150.0
Ukraine,"meat of turkeys, fresh or chilled",production,24000.0
Ukraine,millet,production,156870.0
Ukraine,mixed grain,production,4400.0
Ukraine,mushrooms and truffles,production,12000.0
Ukraine,mustard seed,production,28420.0
Ukraine,natural honey,production,53490.0
Ukraine,oats,production,457140.0
Ukraine,"onions and shallots, dry (excluding dehydrated)",production,849400.0
Ukraine,"onions and shallots, green",production,25700.0
Ukraine,"other beans, green",production,2700.0
Ukraine,other berries and fruits of the genus vaccinium n.e.c.,production,3200.0
Ukraine,"other fruits, n.e.c.",production,1200.0
Ukraine,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",production,14.62
Ukraine,"other oil seeds, n.e.c.",production,21089.1
Ukraine,other pome fruits,production,800.0
Ukraine,other pulses n.e.c.,production,5500.0
Ukraine,other stone fruits,production,12800.0
Ukraine,"other vegetables, fresh n.e.c.",production,810600.0
Ukraine,peaches and nectarines,production,12000.0
Ukraine,pears,production,145400.0
Ukraine,"peas, dry",production,462910.0
Ukraine,"peas, green",production,21040.0
Ukraine,plums and sloes,production,167000.0
Ukraine,potatoes,production,21128900.0
Ukraine,"pumpkins, squash and gourds",production,1105900.0
Ukraine,quinces,production,5700.0
Ukraine,rape or colza seed,production,3591300.0
Ukraine,raspberries,production,33600.0
Ukraine,raw hides and skins of cattle,production,33981.36
Ukraine,raw hides and skins of goats or kids,production,2095.35
Ukraine,raw hides and skins of sheep or lambs,production,2288.37
Ukraine,raw milk of cattle,production,7089100.0
Ukraine,raw milk of goats,production,146400.0
Ukraine,raw milk of sheep,production,10900.0
Ukraine,rice,production,15000.0
Ukraine,rye,production,218390.0
Ukraine,safflower seed,production,109.89
Ukraine,"sheep fat, unrendered",production,243.14
Ukraine,"shorn wool, greasy, including fleece-washed shorn wool",production,1119.0
Ukraine,sorghum,production,46470.0
Ukraine,sour cherries,production,171200.0
Ukraine,soya beans,production,6635180.0
