Country,Crop,Element,Production
Estonia,hop cones,production,0.0
Estonia,kiwi fruit,production,0.0
Estonia,leeks and other alliaceous vegetables,production,0.0
Estonia,lemons and limes,production,0.0
Estonia,lettuce and chicory,production,0.0
Estonia,linseed,production,90.0
Estonia,lupins,production,0.0
Estonia,maize (corn),production,0.0
Estonia,"meat of cattle with the bone, fresh or chilled",production,7720.0
Estonia,"meat of chickens, fresh or chilled",production,22237.0
Estonia,"meat of ducks, fresh or chilled",production,0.0
Estonia,"meat of goat, fresh or chilled",production,10.0
Estonia,"meat of pig with the bone, fresh or chilled",production,41580.0
Estonia,"meat of sheep, fresh or chilled",production,220.0
Estonia,mixed grain,production,2200.0
Estonia,mushrooms and truffles,production,0.0
Estonia,natural honey,production,1313.0
Estonia,oats,production,134900.0
Estonia,olives,production,0.0
Estonia,"onions and shallots, dry (excluding dehydrated)",production,130.0
Estonia,oranges,production,0.0
Estonia,"other beans, green",production,0.0
Estonia,other berries and fruits of the genus vaccinium n.e.c.,production,1050.0
Estonia,"other citrus fruit, n.e.c.",production,0.0
Estonia,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",production,0.0
Estonia,"other oil seeds, n.e.c.",production,3380.0
Estonia,other pome fruits,production,0.0
Estonia,other pulses n.e.c.,production,80.0
Estonia,"other tropical fruits, n.e.c.",production,0.0
Estonia,"other vegetables, fresh n.e.c.",production,0.0
Estonia,peaches and nectarines,production,0.0
Estonia,"peas, dry",production,117640.0
Estonia,"peas, green",production,80.0
Estonia,plums and sloes,production,20.0
Estonia,pomelos and grapefruits,production,0.0
Estonia,potatoes,production,69330.0
Estonia,"pumpkins, squash and gourds",production,0.0
Estonia,rape or colza seed,production,96070.0
Estonia,raspberries,production,100.0
Estonia,raw milk of buffalo,production,0.0
Estonia,raw milk of cattle,production,940600.0
Estonia,raw milk of goats,production,400.0
Estonia,raw milk of sheep,production,0.0
Estonia,rice,production,0.0
Estonia,rye,production,72620.0
Estonia,sorghum,production,0.0
Estonia,sour cherries,production,0.0
Estonia,soya beans,production,0.0
Estonia,spinach,production,0.0
Estonia,strawberries,production,1470.0
Estonia,sugar beet,production,0.0
Estonia,sunflower seed,production,0.0
Estonia,"tangerines, mandarins, clementines",production,0.0
Estonia,tomatoes,production,110.0
Estonia,triticale,production,25790.0
Estonia,"true hemp, raw or retted",production,0.0
Estonia,unmanufactured tobacco,production,0.0
Estonia,"walnuts, in shell",production,0.0
Estonia,watermelons,production,0.0
Estonia,wheat,production,744750.0
Eswatini,"almonds, in shell",production,1059.8
Eswatini,avocados,production,899.09
Eswatini,bananas,production,30362.68
Eswatini,"beans, dry",production,722.09
Eswatini,"cattle fat, unrendered",production,439.77
Eswatini,"cow peas, dry",production,669.87
Eswatini,dates,production,309.83
Eswatini,"edible offal of cattle, fresh, chilled or frozen",production,2125.53
Eswatini,"edible offal of goat, fresh, chilled or frozen",production,537.64
Eswatini,"edible offal of pigs, fresh, chilled or frozen",production,106.88
Eswatini,"edible offal of sheep, fresh, chilled or frozen",production,33.72
Eswatini,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",production,66514.16
Eswatini,fat of pigs,production,106.88
Eswatini,"goat fat, unrendered",production,53.1
Eswatini,"groundnuts, excluding shelled",production,2157.47
Eswatini,"hen eggs in shell, fresh",production,1337.5
Eswatini,"hen eggs in shell, fresh",production,26750.0
Eswatini,lemons and limes,production,
Eswatini,maize (corn),production,75000.0
Eswatini,"mangoes, guavas and mangosteens",production,635.42
Eswatini,"meat of cattle with the bone, fresh or chilled",production,17957.1
Eswatini,"meat of chickens, fresh or chilled",production,2860.67
Eswatini,"meat of goat, fresh or chilled",production,3186.01
Eswatini,"meat of pig with the bone, fresh or chilled",production,2108.67
Eswatini,"meat of sheep, fresh or chilled",production,170.37
Eswatini,oranges,production,46045.27
Eswatini,"other citrus fruit, n.e.c.",production,238.52
Eswatini,"other fruits, n.e.c.",production,5240.79
Eswatini,other pulses n.e.c.,production,1360.4
Eswatini,"other vegetables, fresh n.e.c.",production,7650.4
Eswatini,pineapples,production,68673.64
Eswatini,plums and sloes,production,1434.1
Eswatini,pomelos and grapefruits,production,46810.53
Eswatini,potatoes,production,8617.83
Eswatini,raw hides and skins of cattle,production,2125.53
Eswatini,raw hides and skins of goats or kids,production,358.43
Eswatini,raw hides and skins of sheep or lambs,production,28.75
Eswatini,raw milk of cattle,production,42308.75
Eswatini,rice,production,1000.0
Eswatini,"seed cotton, unginned",production,1678.19
Eswatini,"sheep fat, unrendered",production,3.9
Eswatini,sorghum,production,1000.0
Eswatini,sugar cane,production,5534000.0
Eswatini,sweet potatoes,production,2820.66
Eswatini,"tangerines, mandarins, clementines",production,717.85
Eswatini,tomatoes,production,5581.0
Eswatini,unmanufactured tobacco,production,161.97
Eswatini,wheat,production,721.77
Ethiopia,"anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",production,4864.5
Ethiopia,avocados,production,201892.1
Ethiopia,bananas,production,1190101.2
Ethiopia,barley,production,2517344.2
Ethiopia,"beans, dry",production,604791.29
Ethiopia,beeswax,production,5934.06
Ethiopia,"broad beans and horse beans, dry",production,1156009.14
Ethiopia,"broad beans and horse beans, green",production,11955.74
Ethiopia,cabbages,production,1222178.25
Ethiopia,carrots and turnips,production,22027.84
Ethiopia,castor oil seeds,production,11000.0
Ethiopia,"cattle fat, unrendered",production,17534.14
Ethiopia,cereals n.e.c.,production,5798195.34
Ethiopia,"chick peas, dry",production,443953.71
Ethiopia,"chillies and peppers, dry (capsicum spp., pimenta spp.), raw",production,298079.81
Ethiopia,"chillies and peppers, green (capsicum spp. and pimenta spp.)",production,397890.47
Ethiopia,"coffee, green",production,575696.18
Ethiopia,cucumbers and gherkins,production,1717.57
Ethiopia,"edible offal of cattle, fresh, chilled or frozen",production,85722.47
Ethiopia,"edible offal of goat, fresh, chilled or frozen",production,43435.74
Ethiopia,"edible offal of pigs, fresh, chilled or frozen",production,124.57
Ethiopia,"edible offal of sheep, fresh, chilled or frozen",production,32659.42
Ethiopia,"edible offals of camels and other camelids, fresh, chilled or frozen",production,9319.28
Ethiopia,fat of camels,production,1118.31
Ethiopia,fat of pigs,production,185.17
Ethiopia,"game meat, fresh, chilled or frozen",production,97349.64
Ethiopia,"ginger, raw",production,9792.17
Ethiopia,"goat fat, unrendered",production,5972.41
Ethiopia,grapes,production,4817.46
Ethiopia,green garlic,production,215517.4
Ethiopia,"groundnuts, excluding shelled",production,122000.0
Ethiopia,"hen eggs in shell, fresh",production,48041.04
Ethiopia,"hen eggs in shell, fresh",production,1067579.0
Ethiopia,hop cones,production,41659.62
Ethiopia,"kenaf, and other textile bast fibres, raw or retted",production,536.91
Ethiopia,leeks and other alliaceous vegetables,production,3404.0
Ethiopia,lemons and limes,production,5316.98
Ethiopia,"lentils, dry",production,105567.79
Ethiopia,lettuce and chicory,production,10056.01
Ethiopia,linseed,production,82000.0
Ethiopia,maize (corn),production,11701130.61
Ethiopia,"mangoes, guavas and mangosteens",production,139018.76
Ethiopia,"meat of camels, fresh or chilled",production,37277.14
Ethiopia,"meat of cattle with the bone, fresh or chilled",production,428612.34
Ethiopia,"meat of chickens, fresh or chilled",production,61261.18
Ethiopia,"meat of goat, fresh or chilled",production,149310.37
Ethiopia,"meat of pig with the bone, fresh or chilled",production,2592.32
Ethiopia,"meat of sheep, fresh or chilled",production,136080.93
Ethiopia,millet,production,1125000.0
Ethiopia,mustard seed,production,2767.43
Ethiopia,natural honey,production,85959.95
Ethiopia,"nutmeg, mace, cardamoms, raw",production,161.86
Ethiopia,oats,production,53442.61
Ethiopia,"onions and shallots, dry (excluding dehydrated)",production,299856.06
Ethiopia,"onions and shallots, green",production,38163.52
Ethiopia,oranges,production,53253.0
Ethiopia,"other beans, green",production,6961.26
Ethiopia,"other citrus fruit, n.e.c.",production,3150.08
Ethiopia,"other fibre crops, raw, n.e.c.",production,21979.7
Ethiopia,"other fruits, n.e.c.",production,131408.14
Ethiopia,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",production,59409.01
Ethiopia,"other oil seeds, n.e.c.",production,270050.47
Ethiopia,other pulses n.e.c.,production,130163.25
Ethiopia,"other stimulant, spice and aromatic crops, n.e.c.",production,283915.54
Ethiopia,"other tropical fruits, n.e.c.",production,47446.4
Ethiopia,"other vegetables, fresh n.e.c.",production,499656.42
Ethiopia,papayas,production,82703.25
Ethiopia,peaches and nectarines,production,159.23
Ethiopia,"peas, dry",production,399812.73
Ethiopia,"peas, green",production,3277.58
Ethiopia,"pepper (piper spp.), raw",production,4561.88
Ethiopia,pineapples,production,2097.51
Ethiopia,potatoes,production,4089165.84
Ethiopia,rape or colza seed,production,22000.0
Ethiopia,raw hides and skins of cattle,production,62343.61
Ethiopia,raw hides and skins of goats or kids,production,35291.54
Ethiopia,raw hides and skins of sheep or lambs,production,32659.42
Ethiopia,raw milk of camel,production,229857.89
Ethiopia,raw milk of cattle,production,3443913.3
Ethiopia,raw milk of goats,production,59149.9
Ethiopia,raw milk of sheep,production,58804.87
Ethiopia,rice,production,282719.5
Ethiopia,safflower seed,production,8716.08
Ethiopia,"seed cotton, unginned",production,178704.39
Ethiopia,sesame seed,production,435455.5
Ethiopia,"sheep fat, unrendered",production,3810.27
Ethiopia,"shorn wool, greasy, including fleece-washed shorn wool",production,7126.72
Ethiopia,"sisal, raw",production,627.12
Ethiopia,sorghum,production,4100000.0
Ethiopia,soya beans,production,240000.0
Ethiopia,sugar cane,production,997296.25
Ethiopia,sunflower seed,production,6506.88
Ethiopia,sweet potatoes,production,1185147.99
Ethiopia,"tangerines, mandarins, clementines",production,9195.47
Ethiopia,taro,production,1791635.47
Ethiopia,tea leaves,production,76730.97
Ethiopia,tomatoes,production,103549.58
Ethiopia,unmanufactured tobacco,production,2176.37
Ethiopia,vetches,production,320718.21
Ethiopia,wheat,production,6185341.31
Ethiopia,yams,production,45300.83
Faroe Islands,"cattle fat, unrendered",production,3.0
Faroe Islands,"edible offal of cattle, fresh, chilled or frozen",production,12.13
Faroe Islands,"edible offal of sheep, fresh, chilled or frozen",production,114.93
Faroe Islands,"meat of cattle with the bone, fresh or chilled",production,77.0
Faroe Islands,"meat of sheep, fresh or chilled",production,631.46
Faroe Islands,potatoes,production,1531.87
Faroe Islands,raw hides and skins of cattle,production,10.79
Faroe Islands,raw hides and skins of sheep or lambs,production,123.97
Faroe Islands,raw milk of cattle,production,7243.0
Faroe Islands,"sheep fat, unrendered",production,30.99
Fiji,avocados,production,285.9
Fiji,bananas,production,13388.3
Fiji,cabbages,production,8667.0
Fiji,cantaloupes and other melons,production,59.0
Fiji,"cassava, fresh",production,120250.0
Fiji,"cattle fat, unrendered",production,199.67
Fiji,"chillies and peppers, green (capsicum spp. and pimenta spp.)",production,5259.9
Fiji,cocoa beans,production,215.9
Fiji,"coconuts, in shell",production,25000.0
Fiji,"coffee, green",production,14.23
Fiji,cucumbers and gherkins,production,1284.86
Fiji,"edible offal of cattle, fresh, chilled or frozen",production,590.68
Fiji,"edible offal of goat, fresh, chilled or frozen",production,16.47
Fiji,"edible offal of pigs, fresh, chilled or frozen",production,303.54
Fiji,"edible offal of sheep, fresh, chilled or frozen",production,109.74
Fiji,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",production,4030.4
Fiji,eggplants (aubergines),production,10918.5
Fiji,fat of pigs,production,228.99
Fiji,"ginger, raw",production,19537.5
Fiji,"goat fat, unrendered",production,5.61
Fiji,"groundnuts, excluding shelled",production,361.26
Fiji,"hen eggs in shell, fresh",production,8550.0
Fiji,"hen eggs in shell, fresh",production,171000.0
Fiji,maize (corn),production,2421.0
Fiji,"mangoes, guavas and mangosteens",production,1631.9
Fiji,"meat of cattle with the bone, fresh or chilled",production,4159.7
Fiji,"meat of chickens, fresh or chilled",production,45553.0
Fiji,"meat of ducks, fresh or chilled",production,485.65
Fiji,"meat of goat, fresh or chilled",production,161.2
Fiji,"meat of pig with the bone, fresh or chilled",production,3408.2
Fiji,"meat of sheep, fresh or chilled",production,653.5
Fiji,"meat of turkeys, fresh or chilled",production,107.37
Fiji,natural honey,production,375.0
Fiji,okra,production,6125.0
Fiji,oranges,production,4293.8
Fiji,"other fruits, n.e.c.",production,5727.6
Fiji,other pulses n.e.c.,production,1531.0
Fiji,"other tropical fruits, n.e.c.",production,1175.49
Fiji,"other vegetables, fresh n.e.c.",production,52807.55
Fiji,papayas,production,6958.0
Fiji,"pepper (piper spp.), raw",production,120.68
Fiji,pineapples,production,11863.4
Fiji,plantains and cooking bananas,production,12550.0
Fiji,potatoes,production,0.0
Fiji,"pumpkins, squash and gourds",production,1977.26
Fiji,raw hides and skins of cattle,production,615.64
Fiji,raw hides and skins of goats or kids,production,27.68
Fiji,raw hides and skins of sheep or lambs,production,118.37
Fiji,raw milk of cattle,production,12153.0
Fiji,rice,production,8597.5
Fiji,"sheep fat, unrendered",production,29.59
Fiji,sorghum,production,23.6
Fiji,sugar cane,production,1332000.0
Fiji,sweet potatoes,production,12731.0
Fiji,taro,production,68124.0
Fiji,tomatoes,production,3200.0
Fiji,unmanufactured tobacco,production,259.71
Fiji,watermelons,production,8320.0
Fiji,yams,production,5822.0
Finland,"almonds, in shell",production,0.0
Finland,apples,production,9170.0
Finland,apricots,production,0.0
Finland,artichokes,production,0.0
Finland,asparagus,production,50.0
Finland,avocados,production,0.0
Finland,bananas,production,0.0
Finland,barley,production,1178950.0
Finland,blueberries,production,210.0
Finland,"broad beans and horse beans, dry",production,13500.0
Finland,"broad beans and horse beans, green",production,0.0
Finland,cabbages,production,26940.0
Finland,cantaloupes and other melons,production,0.0
Finland,carrots and turnips,production,76090.0
Finland,cauliflowers and broccoli,production,4330.0
Finland,cereals n.e.c.,production,1550.0
Finland,cherries,production,0.0
Finland,"chestnuts, in shell",production,0.0
Finland,"chillies and peppers, green (capsicum spp. and pimenta spp.)",production,1600.0
Finland,cucumbers and gherkins,production,61280.0
Finland,currants,production,2070.0
Finland,"edible offal of goat, fresh, chilled or frozen",production,
Finland,eggplants (aubergines),production,0.0
Finland,figs,production,0.0
Finland,"flax, raw or retted",production,0.0
Finland,"goat fat, unrendered",production,
Finland,grapes,production,0.0
Finland,green garlic,production,80.0
Finland,"hazelnuts, in shell",production,0.0
Finland,"hen eggs in shell, fresh",production,80000.0
Finland,"hen eggs in shell, fresh",production,1460964.0
Finland,"horse meat, fresh or chilled",production,181.0
Finland,kiwi fruit,production,0.0
Finland,leeks and other alliaceous vegetables,production,850.0
Finland,lemons and limes,production,0.0
Finland,lettuce and chicory,production,13280.0
Finland,linseed,production,700.0
Finland,lupins,production,0.0
Finland,maize (corn),production,0.0
Finland,"meat of cattle with the bone, fresh or chilled",production,86510.0
Finland,"meat of chickens, fresh or chilled",production,140010.0
Finland,"meat of ducks, fresh or chilled",production,0.0
Finland,"meat of goat, fresh or chilled",production,
Finland,"meat of pig with the bone, fresh or chilled",production,160910.0
Finland,"meat of sheep, fresh or chilled",production,1050.0
Finland,"meat of turkeys, fresh or chilled",production,8650.0
Finland,mixed grain,production,47040.0
Finland,mushrooms and truffles,production,1070.0
Finland,natural honey,production,2300.0
Finland,oats,production,1221540.0
Finland,olives,production,0.0
Finland,"onions and shallots, dry (excluding dehydrated)",production,29720.0
Finland,oranges,production,0.0
Finland,"other beans, green",production,40.0
Finland,other berries and fruits of the genus vaccinium n.e.c.,production,250.0
Finland,"other citrus fruit, n.e.c.",production,0.0
Finland,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",production,0.0
Finland,"other oil seeds, n.e.c.",production,930.0
Finland,other pome fruits,production,0.0
Finland,other stone fruits,production,50.0
Finland,"other tropical fruits, n.e.c.",production,0.0
Finland,"other vegetables, fresh n.e.c.",production,0.0
Finland,peaches and nectarines,production,0.0
Finland,pears,production,620.0
Finland,"peas, dry",production,103000.0
Finland,"peas, green",production,8050.0
Finland,plums and sloes,production,0.0
Finland,pomelos and grapefruits,production,0.0
Finland,potatoes,production,553100.0
Finland,"pumpkins, squash and gourds",production,2960.0
Finland,rape or colza seed,production,49100.0
Finland,raspberries,production,1040.0
Finland,raw hides and skins of goats or kids,production,
Finland,raw milk of buffalo,production,0.0
Finland,raw milk of cattle,production,2209220.0
Finland,raw milk of goats,production,0.0
Finland,raw milk of sheep,production,0.0
Finland,rice,production,0.0
Finland,rye,production,44000.0
Finland,sorghum,production,0.0
Finland,sour cherries,production,0.0
Finland,soya beans,production,0.0
Finland,spinach,production,1030.0
Finland,strawberries,production,11740.0
Finland,sugar beet,production,666600.0
Finland,sunflower seed,production,0.0
Finland,"tangerines, mandarins, clementines",production,0.0
Finland,tomatoes,production,40940.0
Finland,triticale,production,24480.0
Finland,unmanufactured tobacco,production,0.0
Finland,"walnuts, in shell",production,0.0
Finland,watermelons,production,0.0
Finland,wheat,production,759380.0
France,"almonds, in shell",production,2180.0
France,apples,production,1964030.0
France,apricots,production,82760.0
France,artichokes,production,21550.0
France,asparagus,production,27570.0
France,avocados,production,1480.0
France,bananas,production,210920.0
France,barley,production,9669250.0
France,blueberries,production,8621.0
France,"broad beans and horse beans, dry",production,216350.0
France,"broad beans and horse beans, green",production,41180.0
France,cabbages,production,188630.0
France,cantaloupes and other melons,production,322410.0
France,carrots and turnips,production,662380.0
France,cauliflowers and broccoli,production,203960.0
France,cereals n.e.c.,production,297400.0
France,cherries,production,28350.0
France,"chestnuts, in shell",production,8950.0
France,"chillies and peppers, green (capsicum spp. and pimenta spp.)",production,20740.0
France,cucumbers and gherkins,production,178940.0
France,currants,production,10650.0
France,eggplants (aubergines),production,42830.0
France,figs,production,7450.0
France,"flax, raw or retted",production,1059080.0
France,grapes,production,4747450.0
France,green corn (maize),production,459300.0
France,green garlic,production,28770.0
France,"hazelnuts, in shell",production,8450.0
France,hop cones,production,670.0
France,kiwi fruit,production,50760.0
France,leeks and other alliaceous vegetables,production,159100.0
France,lemons and limes,production,14330.0
France,lettuce and chicory,production,433890.0
France,linseed,production,39620.0
France,lupins,production,10070.0
France,maize (corn),production,14670620.0
France,"meat of cattle with the bone, fresh or chilled",production,1298540.0
France,"meat of chickens, fresh or chilled",production,1245830.0
France,"meat of ducks, fresh or chilled",production,187810.0
France,"meat of goat, fresh or chilled",production,5830.0
France,"meat of pig with the bone, fresh or chilled",production,2094250.0
France,"meat of rabbits and hares, fresh or chilled",production,21365.0
France,"meat of sheep, fresh or chilled",production,67960.0
France,"meat of turkeys, fresh or chilled",production,256450.0
France,mixed grain,production,291320.0
France,mushrooms and truffles,production,99970.0
France,natural honey,production,20034.0
France,oats,production,302700.0
France,olives,production,28200.0
France,"onions and shallots, dry (excluding dehydrated)",production,778580.0
France,oranges,production,8060.0
France,"other beans, green",production,317960.0
France,"other oil seeds, n.e.c.",production,27260.0
France,other pulses n.e.c.,production,128630.0
France,"other tropical fruits, n.e.c.",production,38820.0
France,"other vegetables, fresh n.e.c.",production,409620.0
France,peaches and nectarines,production,236720.0
France,pears,production,151870.0
France,"peas, dry",production,486710.0
France,"peas, green",production,260130.0
France,plums and sloes,production,170510.0
France,pomelos and grapefruits,production,9040.0
France,potatoes,production,9237460.0
France,"pumpkins, squash and gourds",production,379910.0
France,rape or colza seed,production,3941140.0
France,raspberries,production,7480.0
France,raw milk of buffalo,production,0.0
France,raw milk of cattle,production,24204280.0
France,raw milk of goats,production,703230.0
France,raw milk of sheep,production,337060.0
France,rice,production,71960.0
France,rye,production,108350.0
France,sorghum,production,447110.0
France,sour cherries,production,2640.0
France,soya beans,production,398540.0
France,spinach,production,81560.0
France,strawberries,production,76210.0
France,sugar beet,production,32594090.0
France,sunflower seed,production,1479770.0
France,"tangerines, mandarins, clementines",production,53170.0
France,tomatoes,production,692430.0
France,triticale,production,1087820.0
France,"true hemp, raw or retted",production,135530.0
France,unmanufactured tobacco,production,2650.0
France,"walnuts, in shell",production,27710.0
France,watermelons,production,22870.0
France,wheat,production,26606940.0
French Polynesia,avocados,production,130.87
French Polynesia,bananas,production,283.48
French Polynesia,cabbages,production,578.07
French Polynesia,cantaloupes and other melons,production,122.74
French Polynesia,carrots and turnips,production,560.83
French Polynesia,"cassava, fresh",production,3690.31
French Polynesia,"cattle fat, unrendered",production,5.91
French Polynesia,"chillies and peppers, green (capsicum spp. and pimenta spp.)",production,175.87
French Polynesia,"coconuts, in shell",production,91411.21
French Polynesia,"coffee, green",production,21.98
French Polynesia,cucumbers and gherkins,production,678.05
French Polynesia,"edible offal of cattle, fresh, chilled or frozen",production,22.26
French Polynesia,"edible offal of goat, fresh, chilled or frozen",production,13.59
French Polynesia,"edible offal of pigs, fresh, chilled or frozen",production,53.05
French Polynesia,"edible offal of sheep, fresh, chilled or frozen",production,0.61
French Polynesia,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",production,221.5
French Polynesia,eggplants (aubergines),production,137.19
French Polynesia,"eggs from other birds in shell, fresh, n.e.c.",production,88.0
French Polynesia,"eggs from other birds in shell, fresh, n.e.c.",production,1600.0
French Polynesia,fat of pigs,production,34.54
French Polynesia,"ginger, raw",production,61.71
French Polynesia,"goat fat, unrendered",production,1.79
French Polynesia,green corn (maize),production,12.33
French Polynesia,"hen eggs in shell, fresh",production,3071.0
French Polynesia,"hen eggs in shell, fresh",production,55844.0
French Polynesia,leeks and other alliaceous vegetables,production,5.49
French Polynesia,lemons and limes,production,526.73
French Polynesia,lettuce and chicory,production,303.99
French Polynesia,"mangoes, guavas and mangosteens",production,204.54
French Polynesia,"meat of cattle with the bone, fresh or chilled",production,163.47
French Polynesia,"meat of chickens, fresh or chilled",production,658.99
French Polynesia,"meat of ducks, fresh or chilled",production,32.1
French Polynesia,"meat of goat, fresh or chilled",production,67.23
French Polynesia,"meat of pig with the bone, fresh or chilled",production,875.93
French Polynesia,"meat of sheep, fresh or chilled",production,3.01
French Polynesia,natural honey,production,121.75
French Polynesia,"onions and shallots, green",production,48.68
French Polynesia,oranges,production,16.52
French Polynesia,"other citrus fruit, n.e.c.",production,
French Polynesia,"other fruits, n.e.c.",production,7389.7
French Polynesia,"other stimulant, spice and aromatic crops, n.e.c.",production,4.93
French Polynesia,"other tropical fruits, n.e.c.",production,1430.31
French Polynesia,"other vegetables, fresh n.e.c.",production,31.05
French Polynesia,papayas,production,229.23
French Polynesia,"pepper (piper spp.), raw",production,76.09
French Polynesia,pineapples,production,2490.02
French Polynesia,plantains and cooking bananas,production,68.67
French Polynesia,pomelos and grapefruits,production,356.62
French Polynesia,potatoes,production,
French Polynesia,"pumpkins, squash and gourds",production,122.27
French Polynesia,raw hides and skins of cattle,production,25.04
French Polynesia,raw hides and skins of goats or kids,production,11.35
French Polynesia,raw hides and skins of sheep or lambs,production,0.51
French Polynesia,raw milk of cattle,production,648.81
French Polynesia,"sheep fat, unrendered",production,0.08
French Polynesia,soya beans,production,11.47
French Polynesia,spinach,production,3.69
French Polynesia,string beans,production,23.37
French Polynesia,sugar cane,production,3571.81
French Polynesia,sweet potatoes,production,143.42
French Polynesia,"tangerines, mandarins, clementines",production,10.86
French Polynesia,taro,production,188.2
French Polynesia,tomatoes,production,529.58
French Polynesia,"vanilla, raw",production,24.41
French Polynesia,watermelons,production,1203.93
French Polynesia,yams,production,19.33
Gabon,bananas,production,17628.61
Gabon,"cassava, fresh",production,306211.73
Gabon,"cattle fat, unrendered",production,26.18
Gabon,"chillies and peppers, green (capsicum spp. and pimenta spp.)",production,48.16
Gabon,cocoa beans,production,100.0
Gabon,"coffee, green",production,103.97
Gabon,cucumbers and gherkins,production,23.0
Gabon,"edible offal of cattle, fresh, chilled or frozen",production,169.4
Gabon,"edible offal of goat, fresh, chilled or frozen",production,92.05
Gabon,"edible offal of pigs, fresh, chilled or frozen",production,324.35
Gabon,"edible offal of sheep, fresh, chilled or frozen",production,199.29
Gabon,eggplants (aubergines),production,102.83
Gabon,fat of pigs,production,195.64
Gabon,"game meat, fresh, chilled or frozen",production,29823.38
Gabon,"goat fat, unrendered",production,14.23
Gabon,"groundnuts, excluding shelled",production,32474.79
Gabon,"hen eggs in shell, fresh",production,2587.51
Gabon,"hen eggs in shell, fresh",production,56250.0
Gabon,maize (corn),production,45975.52
Gabon,"meat of cattle with the bone, fresh or chilled",production,754.6
Gabon,"meat of chickens, fresh or chilled",production,4220.38
Gabon,"meat of goat, fresh or chilled",production,343.09
Gabon,"meat of pig with the bone, fresh or chilled",production,3603.84
Gabon,"meat of rabbits and hares, fresh or chilled",production,2094.15
Gabon,"meat of sheep, fresh or chilled",production,833.4
Gabon,natural rubber in primary forms,production,27800.0
Gabon,oil palm fruit,production,607940.7
Gabon,okra,production,20.36
Gabon,"other citrus fruit, n.e.c.",production,1380.23
Gabon,"other fruits, n.e.c.",production,21858.47
Gabon,other pulses n.e.c.,production,437.08
Gabon,"other vegetables, fresh n.e.c.",production,51227.22
Gabon,pineapples,production,1264.63
Gabon,plantains and cooking bananas,production,354363.95
Gabon,raw hides and skins of cattle,production,144.76
Gabon,raw hides and skins of goats or kids,production,83.68
Gabon,raw hides and skins of sheep or lambs,production,181.17
Gabon,raw milk of cattle,production,10734.66
Gabon,rice,production,1761.51
Gabon,"sheep fat, unrendered",production,34.42
Gabon,soya beans,production,4014.66
Gabon,sugar cane,production,273072.8
Gabon,sweet potatoes,production,3901.47
Gabon,taro,production,88840.95
Gabon,tomatoes,production,346.2
Gabon,yams,production,229931.7
Gambia,"almonds, in shell",production,
Gambia,"brazil nuts, in shell",production,
Gambia,"cashew nuts, in shell",production,36016.99
Gambia,"cassava, fresh",production,12212.4
Gambia,"cattle fat, unrendered",production,77.3
Gambia,cereals n.e.c.,production,
Gambia,"cow peas, dry",production,2881.02
Gambia,"edible offal of cattle, fresh, chilled or frozen",production,494.7
Gambia,"edible offal of goat, fresh, chilled or frozen",production,217.54
Gambia,"edible offal of pigs, fresh, chilled or frozen",production,55.0
Gambia,"edible offal of sheep, fresh, chilled or frozen",production,180.94
Gambia,fat of pigs,production,68.75
Gambia,fonio,production,690.0
Gambia,"game meat, fresh, chilled or frozen",production,1581.25
Gambia,"goat fat, unrendered",production,25.38
Gambia,"groundnuts, excluding shelled",production,52642.41
Gambia,"hen eggs in shell, fresh",production,1001.6
Gambia,"hen eggs in shell, fresh",production,20032.0
Gambia,maize (corn),production,25817.37
Gambia,"mangoes, guavas and mangosteens",production,1461.94
Gambia,"meat of cattle with the bone, fresh or chilled",production,2576.57
Gambia,"meat of chickens, fresh or chilled",production,1360.33
Gambia,"meat of goat, fresh or chilled",production,906.41
Gambia,"meat of pig with the bone, fresh or chilled",production,1100.02
Gambia,"meat of sheep, fresh or chilled",production,753.93
Gambia,millet,production,40330.0
Gambia,oil palm fruit,production,35075.79
Gambia,"other fruits, n.e.c.",production,8489.22
Gambia,other pulses n.e.c.,production,
Gambia,"other vegetables, fresh n.e.c.",production,13609.31
Gambia,raw hides and skins of cattle,production,298.88
Gambia,raw hides and skins of goats or kids,production,116.02
Gambia,raw hides and skins of sheep or lambs,production,96.5
Gambia,raw milk of cattle,production,52821.68
Gambia,rice,production,52548.0
Gambia,"seed cotton, unginned",production,531.63
Gambia,sesame seed,production,1404.0
Gambia,"sheep fat, unrendered",production,27.14
Gambia,sorghum,production,5455.51
Georgia,"almonds, in shell",production,982.18
Georgia,"anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",production,
Georgia,apples,production,76400.0
Georgia,apricots,production,3400.0
Georgia,barley,production,48400.0
Georgia,"beans, dry",production,4200.0
Georgia,buckwheat,production,114.15
Georgia,cabbages,production,17200.0
Georgia,cantaloupes and other melons,production,5400.0
Georgia,carrots and turnips,production,1300.0
Georgia,"cattle fat, unrendered",production,699.29
Georgia,cereals n.e.c.,production,6966.58
Georgia,cherries,production,6200.0
