Domain Code,Domain,Area,Element,Item,Year Code,Year,Unit,Value,Flag Description
QCL,Crops and livestock products,Mali,Production,"Horse meat, fresh or chilled",2024,2024,t,3129.94,Value imputed by a receiving agency
QCL,Crops and livestock products,Mali,Production,Karite nuts (sheanuts),2024,2024,t,197967,Official figure
QCL,Crops and livestock products,Mali,Production,"Kenaf, and other textile bast fibres, raw or retted",2024,2024,t,1479.88,Estimated value
QCL,Crops and livestock products,Mali,Production,Lemons and limes,2024,2024,t,37987.6,Official figure
QCL,Crops and livestock products,Mali,Production,Lettuce and chicory,2024,2024,t,69829.83,Official figure
QCL,Crops and livestock products,Mali,Production,Maize (corn),2024,2024,t,3952763,Official figure
QCL,Crops and livestock products,Mali,Production,"Mangoes, guavas and mangosteens",2024,2024,t,636435.77,Official figure
QCL,Crops and livestock products,Mali,Production,"Meat of asses, fresh or chilled",2024,2024,t,3935.83,Value imputed by a receiving agency
QCL,Crops and livestock products,Mali,Production,"Meat of camels, fresh or chilled",2024,2024,t,631.52,Official figure
QCL,Crops and livestock products,Mali,Production,"Meat of cattle with the bone, fresh or chilled",2024,2024,t,67217.15,Official figure
QCL,Crops and livestock products,Mali,Production,"Meat of chickens, fresh or chilled",2024,2024,t,52032.6,Value imputed by a receiving agency
QCL,Crops and livestock products,Mali,Production,"Meat of goat, fresh or chilled",2024,2024,t,13335.84,Official figure
QCL,Crops and livestock products,Mali,Production,"Meat of pig with the bone, fresh or chilled",2024,2024,t,754.29,Official figure
QCL,Crops and livestock products,Mali,Production,"Meat of sheep, fresh or chilled",2024,2024,t,9182.34,Official figure
QCL,Crops and livestock products,Mali,Production,Melonseed,2024,2024,t,41934.01,Estimated value
QCL,Crops and livestock products,Mali,Production,Millet,2024,2024,t,1984982,Official figure
QCL,Crops and livestock products,Mali,Production,Natural honey,2024,2024,t,1729.02,Official figure
QCL,Crops and livestock products,Mali,Production,Okra,2024,2024,t,655971.17,Official figure
QCL,Crops and livestock products,Mali,Production,"Onions and shallots, dry (excluding dehydrated)",2024,2024,t,84434.67,Value imputed by a receiving agency
QCL,Crops and livestock products,Mali,Production,"Onions and shallots, green",2024,2024,t,847300.35,Official figure
QCL,Crops and livestock products,Mali,Production,Oranges,2024,2024,t,479888,Official figure
QCL,Crops and livestock products,Mali,Production,"Other beans, green",2024,2024,t,4247.14,Official figure
QCL,Crops and livestock products,Mali,Production,"Other fruits, n.e.c.",2024,2024,t,1478.07,Estimated value
QCL,Crops and livestock products,Mali,Production,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2024,2024,t,1873.64,Estimated value
QCL,Crops and livestock products,Mali,Production,Other pulses n.e.c.,2024,2024,t,410.33,Estimated value
QCL,Crops and livestock products,Mali,Production,"Other vegetables, fresh n.e.c.",2024,2024,t,347899.88,Estimated value
QCL,Crops and livestock products,Mali,Production,Papayas,2024,2024,t,97106.38,Official figure
QCL,Crops and livestock products,Mali,Production,"Peas, green",2024,2024,t,7714.88,Estimated value
QCL,Crops and livestock products,Mali,Production,"Pepper (Piper spp.), raw",2024,2024,t,,Missing value; data cannot exist
QCL,Crops and livestock products,Mali,Production,Pomelos and grapefruits,2024,2024,t,1293,Official figure
QCL,Crops and livestock products,Mali,Production,Potatoes,2024,2024,t,234244.11,Official figure
QCL,Crops and livestock products,Mali,Production,"Pumpkins, squash and gourds",2024,2024,t,62095.91,Official figure
QCL,Crops and livestock products,Mali,Production,Raw hides and skins of cattle,2024,2024,t,10351.44,Value imputed by a receiving agency
QCL,Crops and livestock products,Mali,Production,Raw hides and skins of goats or kids,2024,2024,t,1917.03,Value imputed by a receiving agency
QCL,Crops and livestock products,Mali,Production,Raw hides and skins of sheep or lambs,2024,2024,t,1996.16,Value imputed by a receiving agency
QCL,Crops and livestock products,Mali,Production,Raw milk of camel,2024,2024,t,299181,Official figure
QCL,Crops and livestock products,Mali,Production,Raw milk of cattle,2024,2024,t,306777,Official figure
QCL,Crops and livestock products,Mali,Production,Raw milk of goats,2024,2024,t,300636,Official figure
QCL,Crops and livestock products,Mali,Production,Raw milk of sheep,2024,2024,t,215522,Official figure
QCL,Crops and livestock products,Mali,Production,Rice,2024,2024,t,2756344,Official figure
QCL,Crops and livestock products,Mali,Production,"Seed cotton, unginned",2024,2024,t,640000,Official figure
QCL,Crops and livestock products,Mali,Production,Sesame seed,2024,2024,t,51242.09,Official figure
QCL,Crops and livestock products,Mali,Production,"Sheep fat, unrendered",2024,2024,t,299.42,Value imputed by a receiving agency
QCL,Crops and livestock products,Mali,Production,"Shorn wool, greasy, including fleece-washed shorn wool",2024,2024,t,252.06,Estimated value
QCL,Crops and livestock products,Mali,Production,Sorghum,2024,2024,t,1640848,Official figure
QCL,Crops and livestock products,Mali,Production,Soya beans,2024,2024,t,22813.58,Official figure
QCL,Crops and livestock products,Mali,Production,Sugar beet,2024,2024,t,8558.25,Official figure
QCL,Crops and livestock products,Mali,Production,Sugar cane,2024,2024,t,585215.14,Value imputed by a receiving agency
QCL,Crops and livestock products,Mali,Production,Sweet potatoes,2024,2024,t,614079.41,Official figure
QCL,Crops and livestock products,Mali,Production,"Tangerines, mandarins, clementines",2024,2024,t,73289.5,Official figure
QCL,Crops and livestock products,Mali,Production,Tea leaves,2024,2024,t,90.75,Estimated value
QCL,Crops and livestock products,Mali,Production,Tomatoes,2024,2024,t,254767.17,Official figure
QCL,Crops and livestock products,Mali,Production,Unmanufactured tobacco,2024,2024,t,1709.99,Value imputed by a receiving agency
QCL,Crops and livestock products,Mali,Production,Watermelons,2024,2024,t,488120.75,Official figure
QCL,Crops and livestock products,Mali,Production,Wheat,2024,2024,t,40788,Official figure
QCL,Crops and livestock products,Mali,Production,Yams,2024,2024,t,116157.77,Official figure
QCL,Crops and livestock products,Malta,Production,"Almonds, in shell",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Apples,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Apricots,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Artichokes,2024,2024,t,970,Official figure
QCL,Crops and livestock products,Malta,Production,Avocados,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Bananas,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Barley,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Blueberries,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,"Broad beans and horse beans, dry",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,"Broad beans and horse beans, green",2024,2024,t,20,Official figure
QCL,Crops and livestock products,Malta,Production,Cabbages,2024,2024,t,4200,Official figure
QCL,Crops and livestock products,Malta,Production,Cantaloupes and other melons,2024,2024,t,1830,Official figure
QCL,Crops and livestock products,Malta,Production,Carrots and turnips,2024,2024,t,1190,Official figure
QCL,Crops and livestock products,Malta,Production,Cauliflowers and broccoli,2024,2024,t,5820,Official figure
QCL,Crops and livestock products,Malta,Production,Cereals n.e.c.,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Cherries,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,"Chestnuts, in shell",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Cucumbers and gherkins,2024,2024,t,770,Official figure
QCL,Crops and livestock products,Malta,Production,Currants,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Eggplants (aubergines),2024,2024,t,940,Official figure
QCL,Crops and livestock products,Malta,Production,Figs,2024,2024,t,40,Official figure
QCL,Crops and livestock products,Malta,Production,"Flax, raw or retted",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Grapes,2024,2024,t,1900,Official figure
QCL,Crops and livestock products,Malta,Production,Green garlic,2024,2024,t,260,Official figure
QCL,Crops and livestock products,Malta,Production,"Hazelnuts, in shell",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Hop cones,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Kiwi fruit,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Leeks and other alliaceous vegetables,2024,2024,t,120,Official figure
QCL,Crops and livestock products,Malta,Production,Lemons and limes,2024,2024,t,240,Official figure
QCL,Crops and livestock products,Malta,Production,Lettuce and chicory,2024,2024,t,2190,Official figure
QCL,Crops and livestock products,Malta,Production,Linseed,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Lupins,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Maize (corn),2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,"Meat of cattle with the bone, fresh or chilled",2024,2024,t,1150,Official figure
QCL,Crops and livestock products,Malta,Production,"Meat of chickens, fresh or chilled",2024,2024,t,4950,Official figure
QCL,Crops and livestock products,Malta,Production,"Meat of ducks, fresh or chilled",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,"Meat of goat, fresh or chilled",2024,2024,t,20,Official figure
QCL,Crops and livestock products,Malta,Production,"Meat of pig with the bone, fresh or chilled",2024,2024,t,4120,Official figure
QCL,Crops and livestock products,Malta,Production,"Meat of sheep, fresh or chilled",2024,2024,t,160,Official figure
QCL,Crops and livestock products,Malta,Production,"Meat of turkeys, fresh or chilled",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Mixed grain,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Mushrooms and truffles,2024,2024,t,1160,Official figure
QCL,Crops and livestock products,Malta,Production,Oats,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Olives,2024,2024,t,120,Official figure
QCL,Crops and livestock products,Malta,Production,"Onions and shallots, dry (excluding dehydrated)",2024,2024,t,6130,Official figure
QCL,Crops and livestock products,Malta,Production,Oranges,2024,2024,t,400,Official figure
QCL,Crops and livestock products,Malta,Production,"Other beans, green",2024,2024,t,760,Official figure
QCL,Crops and livestock products,Malta,Production,Other berries and fruits of the genus vaccinium n.e.c.,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,"Other citrus fruit, n.e.c.",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,"Other oil seeds, n.e.c.",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Other pome fruits,2024,2024,t,10,Official figure
QCL,Crops and livestock products,Malta,Production,Other pulses n.e.c.,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Other stone fruits,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,"Other tropical fruits, n.e.c.",2024,2024,t,200,Official figure
QCL,Crops and livestock products,Malta,Production,"Other vegetables, fresh n.e.c.",2024,2024,t,720,Official figure
QCL,Crops and livestock products,Malta,Production,Peaches and nectarines,2024,2024,t,50,Official figure
QCL,Crops and livestock products,Malta,Production,Pears,2024,2024,t,40,Official figure
QCL,Crops and livestock products,Malta,Production,"Peas, dry",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,"Peas, green",2024,2024,t,80,Official figure
QCL,Crops and livestock products,Malta,Production,Plums and sloes,2024,2024,t,20,Official figure
QCL,Crops and livestock products,Malta,Production,Pomelos and grapefruits,2024,2024,t,10,Official figure
QCL,Crops and livestock products,Malta,Production,Potatoes,2024,2024,t,6910,Official figure
QCL,Crops and livestock products,Malta,Production,"Pumpkins, squash and gourds",2024,2024,t,4150,Official figure
QCL,Crops and livestock products,Malta,Production,Rape or colza seed,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Raspberries,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Raw milk of buffalo,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Raw milk of cattle,2024,2024,t,38160,Official figure
QCL,Crops and livestock products,Malta,Production,Raw milk of goats,2024,2024,t,960,Official figure
QCL,Crops and livestock products,Malta,Production,Raw milk of sheep,2024,2024,t,2090,Official figure
QCL,Crops and livestock products,Malta,Production,Rice,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Rye,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Sorghum,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Sour cherries,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Soya beans,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Spinach,2024,2024,t,190,Official figure
QCL,Crops and livestock products,Malta,Production,Strawberries,2024,2024,t,1220,Official figure
QCL,Crops and livestock products,Malta,Production,Sugar beet,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Sunflower seed,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,"Tangerines, mandarins, clementines",2024,2024,t,120,Official figure
QCL,Crops and livestock products,Malta,Production,Tomatoes,2024,2024,t,8640,Official figure
QCL,Crops and livestock products,Malta,Production,Triticale,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,"True hemp, raw or retted",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Unmanufactured tobacco,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,"Walnuts, in shell",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Malta,Production,Watermelons,2024,2024,t,3260,Official figure
QCL,Crops and livestock products,Malta,Production,Wheat,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Marshall Islands,Production,"Coconuts, in shell",2024,2024,t,40830.73,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Barley,2024,2024,t,1475.88,Estimated value
QCL,Crops and livestock products,Mauritania,Production,"Beans, dry",2024,2024,t,13791.7,Estimated value
QCL,Crops and livestock products,Mauritania,Production,"Cattle fat, unrendered",2024,2024,t,899.44,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Cow peas, dry",2024,2024,t,7948.09,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Dates,2024,2024,t,22275.92,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Edible offal of cattle, fresh, chilled or frozen",2024,2024,t,6088.51,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Edible offal of goat, fresh, chilled or frozen",2024,2024,t,2550.53,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Edible offal of pigs, fresh, chilled or frozen",2024,2024,t,,Missing value; data cannot exist
QCL,Crops and livestock products,Mauritania,Production,"Edible offal of sheep, fresh, chilled or frozen",2024,2024,t,6126.9,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Edible offals of camels and other camelids, fresh, chilled or frozen",2024,2024,t,4764.54,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Edible offals of horses and other equines, fresh, chilled or frozen",2024,2024,t,36.89,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Fat of camels,2024,2024,t,805.27,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Fat of pigs,2024,2024,t,,Missing value; data cannot exist
QCL,Crops and livestock products,Mauritania,Production,"Goat fat, unrendered",2024,2024,t,380.68,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Groundnuts, excluding shelled",2024,2024,t,848.82,Estimated value
QCL,Crops and livestock products,Mauritania,Production,"Hen eggs in shell, fresh",2024,2024,t,5666.57,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Hen eggs in shell, fresh",2024,2024,1000 No,157405,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Horse meat, fresh or chilled",2024,2024,t,446.54,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Maize (corn),2024,2024,t,18000,Figure from external organization
QCL,Crops and livestock products,Mauritania,Production,"Meat of asses, fresh or chilled",2024,2024,t,3988.24,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Meat of camels, fresh or chilled",2024,2024,t,28855.68,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Meat of cattle with the bone, fresh or chilled",2024,2024,t,31134.44,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Meat of chickens, fresh or chilled",2024,2024,t,4933.76,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Meat of goat, fresh or chilled",2024,2024,t,19033.8,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Meat of pig with the bone, fresh or chilled",2024,2024,t,,Missing value; data cannot exist
QCL,Crops and livestock products,Mauritania,Production,"Meat of sheep, fresh or chilled",2024,2024,t,45723.12,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Melonseed,2024,2024,t,2448.55,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Millet,2024,2024,t,3000,Figure from external organization
QCL,Crops and livestock products,Mauritania,Production,"Other fruits, n.e.c.",2024,2024,t,3079.7,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Other pulses n.e.c.,2024,2024,t,22182.55,Estimated value
QCL,Crops and livestock products,Mauritania,Production,"Other vegetables, fresh n.e.c.",2024,2024,t,4924.65,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,"Peas, dry",2024,2024,t,9050.05,Estimated value
QCL,Crops and livestock products,Mauritania,Production,Potatoes,2024,2024,t,2393.42,Estimated value
QCL,Crops and livestock products,Mauritania,Production,Raw hides and skins of cattle,2024,2024,t,4566.38,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Raw hides and skins of goats or kids,2024,2024,t,2284.06,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Raw hides and skins of sheep or lambs,2024,2024,t,6126.9,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Raw milk of camel,2024,2024,t,26874.92,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Raw milk of cattle,2024,2024,t,150882.93,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Raw milk of goats,2024,2024,t,106336.87,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Raw milk of sheep,2024,2024,t,79662.67,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Rice,2024,2024,t,431700,Official figure
QCL,Crops and livestock products,Mauritania,Production,"Sheep fat, unrendered",2024,2024,t,914.46,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Sorghum,2024,2024,t,114000,Figure from external organization
QCL,Crops and livestock products,Mauritania,Production,Sweet potatoes,2024,2024,t,5313.47,Estimated value
QCL,Crops and livestock products,Mauritania,Production,Watermelons,2024,2024,t,2626.66,Estimated value
QCL,Crops and livestock products,Mauritania,Production,Wheat,2024,2024,t,2050.8,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritania,Production,Yams,2024,2024,t,3033.28,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,Avocados,2024,2024,t,295,Official figure
QCL,Crops and livestock products,Mauritius,Production,Bananas,2024,2024,t,10843.1,Official figure
QCL,Crops and livestock products,Mauritius,Production,Cabbages,2024,2024,t,14042.3,Official figure
QCL,Crops and livestock products,Mauritius,Production,Carrots and turnips,2024,2024,t,9201.8,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Cassava, fresh",2024,2024,t,1685.3,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Cattle fat, unrendered",2024,2024,t,22.72,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,Cauliflowers and broccoli,2024,2024,t,2550.1,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2024,2024,t,3359.9,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Coconuts, in shell",2024,2024,t,1096,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,"Coffee, green",2024,2024,t,,Missing value; data cannot exist
QCL,Crops and livestock products,Mauritius,Production,Cucumbers and gherkins,2024,2024,t,8090.3,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Edible offal of cattle, fresh, chilled or frozen",2024,2024,t,163.57,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,"Edible offal of goat, fresh, chilled or frozen",2024,2024,t,5.96,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,"Edible offal of pigs, fresh, chilled or frozen",2024,2024,t,22.95,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,"Edible offal of sheep, fresh, chilled or frozen",2024,2024,t,6.08,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,Eggplants (aubergines),2024,2024,t,4833.9,Official figure
QCL,Crops and livestock products,Mauritius,Production,Fat of pigs,2024,2024,t,32.44,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,"Game meat, fresh, chilled or frozen",2024,2024,t,640.86,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,"Ginger, raw",2024,2024,t,2763.2,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Goat fat, unrendered",2024,2024,t,0.6,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,Green corn (maize),2024,2024,t,1288.9,Official figure
QCL,Crops and livestock products,Mauritius,Production,Green garlic,2024,2024,t,37.1,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Groundnuts, excluding shelled",2024,2024,t,310.5,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Hen eggs in shell, fresh",2024,2024,t,14330,Estimated value
QCL,Crops and livestock products,Mauritius,Production,"Hen eggs in shell, fresh",2024,2024,1000 No,260600,Estimated value
QCL,Crops and livestock products,Mauritius,Production,Leeks and other alliaceous vegetables,2024,2024,t,333.3,Official figure
QCL,Crops and livestock products,Mauritius,Production,Lettuce and chicory,2024,2024,t,6333.4,Official figure
QCL,Crops and livestock products,Mauritius,Production,Maize (corn),2024,2024,t,1288.9,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Meat of cattle with the bone, fresh or chilled",2024,2024,t,2090,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Meat of chickens, fresh or chilled",2024,2024,t,51200,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Meat of ducks, fresh or chilled",2024,2024,t,38.6,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,"Meat of geese, fresh or chilled",2024,2024,t,50.2,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,"Meat of goat, fresh or chilled",2024,2024,t,22,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Meat of pig with the bone, fresh or chilled",2024,2024,t,633,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Meat of rabbits and hares, fresh or chilled",2024,2024,t,24.94,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,"Meat of sheep, fresh or chilled",2024,2024,t,37.97,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,"Meat of turkeys, fresh or chilled",2024,2024,t,3.25,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,Okra,2024,2024,t,1362.3,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Onions and shallots, dry (excluding dehydrated)",2024,2024,t,13270.1,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Other beans, green",2024,2024,t,2244.6,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Other citrus fruit, n.e.c.",2024,2024,t,670.38,Estimated value
QCL,Crops and livestock products,Mauritius,Production,"Other fibre crops, raw, n.e.c.",2024,2024,t,87.87,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,"Other fruits, n.e.c.",2024,2024,t,5820.52,Estimated value
QCL,Crops and livestock products,Mauritius,Production,"Other stimulant, spice and aromatic crops, n.e.c.",2024,2024,t,205.01,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,"Other vegetables, fresh n.e.c.",2024,2024,t,7363.6,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Peas, green",2024,2024,t,0,Official figure
QCL,Crops and livestock products,Mauritius,Production,Pineapples,2024,2024,t,5802.1,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Pistachios, in shell",2024,2024,t,4.45,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,Potatoes,2024,2024,t,13667.8,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Pumpkins, squash and gourds",2024,2024,t,34401.2,Official figure
QCL,Crops and livestock products,Mauritius,Production,Raw hides and skins of cattle,2024,2024,t,281.7,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,Raw hides and skins of goats or kids,2024,2024,t,7.79,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,Raw hides and skins of sheep or lambs,2024,2024,t,9.11,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,Raw milk of cattle,2024,2024,t,2841,Official figure
QCL,Crops and livestock products,Mauritius,Production,Rice,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Mauritius,Production,"Sheep fat, unrendered",2024,2024,t,0.66,Value imputed by a receiving agency
QCL,Crops and livestock products,Mauritius,Production,Sugar cane,2024,2024,t,2195802,Official figure
QCL,Crops and livestock products,Mauritius,Production,Sweet potatoes,2024,2024,t,3062.4,Official figure
QCL,Crops and livestock products,Mauritius,Production,Taro,2024,2024,t,2891.5,Official figure
QCL,Crops and livestock products,Mauritius,Production,Tea leaves,2024,2024,t,6018,Official figure
QCL,Crops and livestock products,Mauritius,Production,Tomatoes,2024,2024,t,18386.2,Official figure
QCL,Crops and livestock products,Mauritius,Production,Unmanufactured tobacco,2024,2024,t,0,Official figure
QCL,Crops and livestock products,Mexico,Production,"Agave fibres, raw, n.e.c.",2024,2024,t,6122.42,Estimated value
QCL,Crops and livestock products,Mexico,Production,"Almonds, in shell",2024,2024,t,47.74,Estimated value
QCL,Crops and livestock products,Mexico,Production,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2024,2024,t,108064,Official figure
QCL,Crops and livestock products,Mexico,Production,Apples,2024,2024,t,779723.72,Official figure
QCL,Crops and livestock products,Mexico,Production,Apricots,2024,2024,t,1039.46,Official figure
QCL,Crops and livestock products,Mexico,Production,Artichokes,2024,2024,t,794.41,Official figure
QCL,Crops and livestock products,Mexico,Production,Asparagus,2024,2024,t,330055.65,Official figure
QCL,Crops and livestock products,Mexico,Production,Avocados,2024,2024,t,2761327.85,Official figure
QCL,Crops and livestock products,Mexico,Production,Bananas,2024,2024,t,2670290.89,Official figure
QCL,Crops and livestock products,Mexico,Production,Barley,2024,2024,t,827490.98,Official figure
QCL,Crops and livestock products,Mexico,Production,"Beans, dry",2024,2024,t,996392.77,Official figure
QCL,Crops and livestock products,Mexico,Production,Beeswax,2024,2024,t,1120,Official figure
QCL,Crops and livestock products,Mexico,Production,Blueberries,2024,2024,t,80533.93,Official figure
QCL,Crops and livestock products,Mexico,Production,"Broad beans and horse beans, dry",2024,2024,t,27006.57,Official figure
QCL,Crops and livestock products,Mexico,Production,"Broad beans and horse beans, green",2024,2024,t,53806.97,Official figure
QCL,Crops and livestock products,Mexico,Production,Cabbages,2024,2024,t,245684.4,Official figure
QCL,Crops and livestock products,Mexico,Production,Canary seed,2024,2024,t,0.37,Official figure
QCL,Crops and livestock products,Mexico,Production,Cantaloupes and other melons,2024,2024,t,579006.9,Official figure
QCL,Crops and livestock products,Mexico,Production,Carrots and turnips,2024,2024,t,367371.71,Official figure
